session,ChargePoint,Connector,starttime_parking,endtime_parking,StartCard,connected_time_float,charged_time_float,total_energy,max_power,start_hour,day_no,energy_supplied,soc_arr,charged_time,connected_time,ts_arr,ts_dep,ts_soj,laxity,depart_hour,xi,laxity_float
3326663,302a71bf2d9d9b8970691342ef347a94,2,2019-03-01 05:50:00,2019-03-01 17:51:00,f29db929e1ee41f45b25879f163412392975b2b905610201e61bf812e67e5983,12.02,1.75,5.91,3.56,5,59,18.865,0.7341875,2.0,13.0,167981.0,167994.0,13.0,11.25,18.0,60.625127524994895,10.27
3326706,06ba7ca4a213bc697a16e6c01bad37ee,1,2019-03-01 06:58:00,2019-03-01 07:59:00,9f4426d3eef85ee8a08c644a1709837e08da9db21a7f3c35958658cc569fc464,1.01,1.01,3.551,3.892,6,59,10.8878,0.8339025,2.0,2.0,167982.0,167984.0,2.0,0.99,8.0,5.335011222199551,0.0
3326695,20278b18ff4eff40ed8927cca1c54efe,1,2019-03-01 06:49:00,2019-03-01 11:30:00,b7f3e0a944f547c70c6bb994a65207b84654f09e219496dce1a1a36ec167f475,4.68,3.51,6.67,3.233,6,59,37.8378,0.4970275,4.0,5.0,167982.0,167987.0,5.0,1.4900000000000002,11.0,8.029461334421548,1.17
3326742,7ed30b066a5383b037955d0ab6992be1,1,2019-03-01 07:28:00,2019-03-01 11:08:00,ebb3cdc5bb985c74b18aa4624a3eb3875042561d8f72b11773ce9bccae077a7b,3.66,3.66,35.131,10.08,7,59,39.4548,0.476815,4.0,4.0,167983.0,167987.0,4.0,0.3399999999999998,11.0,1.832226076310956,0.0
3326744,407944ca9c3972fb0b62687257474cd1,2,2019-03-01 07:32:00,2019-03-01 13:56:00,8987c3eb8d9b72955c861f7ba0896a2a6663e11e95ba8484e57989e30a69881d,6.39,6.25,80.0,13.16,7,59,67.375,0.1278125,7.0,7.0,167983.0,167990.0,7.0,0.75,14.0,4.0416751683329935,0.1399999999999996
3326791,10f035c8172d41224ef23b68f690cda2,1,2019-03-01 07:55:00,2019-03-01 20:06:00,2cb05fed58bd57793b00eea4aa261cd305502fd33215775a399632d8e9af2b08,12.19,3.33,8.43,3.44,7,59,35.8974,0.5212825,4.0,13.0,167983.0,167996.0,13.0,9.67,20.0,52.1106651703734,8.86
3326785,a554e6b4b3d5489a6bc7bcddf8e7d737,1,2019-03-01 07:51:00,2019-03-01 19:58:00,a6dc8acc9ac9b5762429fae8aea4c19e2610f9223179e0038c6671d452efd5e4,12.12,5.37,13.02,3.12,7,59,57.8886,0.2463925,6.0,13.0,167983.0,167996.0,13.0,7.63,20.0,41.11730871250765,6.749999999999999
3326815,70426ded4e14ab864a5d6478dae67ad9,1,2019-03-01 08:08:00,2019-03-01 11:53:00,2d4cd544f06a0335b34558770112bea732a50a766c3143a88ddff069b7213a9e,3.75,3.1,9.92,3.44,8,59,33.418,0.552275,4.0,4.0,167984.0,167988.0,4.0,0.8999999999999999,12.0,4.850010201999591,0.6499999999999999
3326947,9bae10789a789973cc7f05d2a96df76f,2,2019-03-01 09:55:00,2019-03-01 10:20:00,81c61af157215e0151cb4da653b66bc0f013c69cf5d370642e1e4f746481dc45,0.41,0.41,1.36,3.502,9,59,4.4198,0.9147525,1.0,1.0,167985.0,167986.0,1.0,0.5899999999999999,10.0,3.1794511324219537,-1.1102230246251563e-16
3327006,a7d798a0c29f6a539c194ad3d13066f1,1,2019-03-01 10:53:00,2019-03-01 11:51:00,d12d9dd620f7797530eb1fe384aa39fc6b36d6352321d3bab64909300e92f4a7,0.98,0.98,3.69,3.781,10,59,10.5644,0.8379449999999999,1.0,1.0,167986.0,167987.0,1.0,0.0199999999999996,11.0,0.1077780044888781,-3.3306690738754696e-16
3326963,a22a6a745ff09431c3a0cef7373042ee,2,2019-03-01 10:14:00,2019-03-01 13:13:00,fd31273615db1421e4be23b51db9f1c5c904ebed131b5dc779a316506ed96e92,3.0,3.0,9.38,3.44,10,59,32.34,0.56575,3.0,3.0,167986.0,167989.0,3.0,-4.440892098500626e-16,13.0,-2.393152442634157e-15,-4.440892098500626e-16
3326971,e180b4a23b4c426199a8f164b7e56944,1,2019-03-01 10:20:00,2019-03-01 17:00:00,5c956bef1423c2eb541ab979f7d56c22b07055f0a60454ffc88950062751beed,6.67,6.67,24.21,3.68,10,59,71.90259999999999,0.0712175,7.0,7.0,167986.0,167993.0,7.0,0.33,17.0,1.7783370740665174,0.0
3327056,442355de8f9f83384109c68ba983a7f1,1,2019-03-01 11:45:00,2019-03-01 11:57:00,582acb4bdf87211f62c903f5227586b1f96a822e51ebde8a3b32ba874e887e5c,0.2,0.2,0.72,3.565,11,59,2.156,0.94305,1.0,1.0,167987.0,167988.0,1.0,0.7999999999999998,12.0,4.311120179555192,-2.220446049250313e-16
3327073,5ab468315a1f42feb6d0a87307593352,1,2019-03-01 11:52:00,2019-03-01 16:51:00,406494cb9db9faec12655d5e54483a3ed4839f85dc115bf97510820f9691d881,4.99,3.75,37.02,10.48,11,59,40.425,0.4646875,4.0,5.0,167987.0,167992.0,5.0,1.25,16.0,6.736125280554988,1.2400000000000002
3327067,57d88eb9fdf747b8baaf5be47ebee46f,1,2019-03-01 11:49:00,2019-03-01 16:05:00,dc625a03415748dfcc97254da10220957a61f138c941161069781682b3167ba3,4.26,2.75,25.74,10.56,11,59,29.645,0.5994375,3.0,5.0,167987.0,167992.0,5.0,2.25,16.0,12.125025504998977,1.5099999999999991
3327086,ff6e764dafa9b43f08b8849e23304f0c,1,2019-03-01 12:00:00,2019-03-01 12:24:00,e09489e13f9c3015db03d6338cd4f9a71c903101ab0cdeec60698563cce17130,0.39,0.39,1.41,3.684,12,59,4.2042,0.9174475,1.0,1.0,167988.0,167989.0,1.0,0.61,13.0,3.287229136910834,0.0
3327126,b1c7c31e22798b73176ec5c803bf59f4,1,2019-03-01 12:52:00,2019-03-01 16:08:00,b0b1b4b18e335c5e3bb33888f518509c935e129949a219617d10e6a8e93c3fbc,3.26,3.26,4.73,1.4509999999999998,12,59,35.142799999999994,0.530715,4.0,4.0,167988.0,167992.0,4.0,0.7400000000000002,16.0,3.9877861660885534,0.0
3327115,7452a3fec4d8c156e5f12e19e5fd2025,1,2019-03-01 12:29:00,2019-03-01 17:23:00,3a6fc38210f60c869cabe738b256899938f3cf02124a5ece40d50b5f68cbd113,4.89,3.0,7.18,3.4,12,59,32.34,0.56575,3.0,5.0,167988.0,167993.0,5.0,2.0,17.0,10.777800448887978,1.8899999999999992
3327150,22df49d228c25d089d6f8c3f6af881ed,1,2019-03-01 13:21:00,2019-03-01 13:50:00,49cedec3383043061bbecc11030ee4cb33bfb21f923e4db983a613df6ce39a4a,0.48,0.48,1.59,3.48,13,59,5.1744,0.90532,1.0,1.0,167989.0,167990.0,1.0,0.5200000000000002,14.0,2.8022281167108765,2.7755575615628914e-16
3327203,541c70b11cdcf07ec37a4d9bddce3713,2,2019-03-01 14:07:00,2019-03-01 14:56:00,af89476bb6713528d205da1d5c67d17c19724bce84df3a28e3a894fc6d5bf3d7,0.83,0.83,1.72,2.16,14,59,8.947399999999998,0.8581575,1.0,1.0,167990.0,167991.0,1.0,0.1700000000000002,15.0,0.91611303815548,2.220446049250313e-16
3327210,0bc01518df38656accbde55bfb0e3859,2,2019-03-01 14:14:00,2019-03-01 15:31:00,d7fdc5263d90a7b882cd583d4d6a006b065cb3d4af67af81930d2658ff57d892,1.28,1.28,4.15,3.36,14,59,13.7984,0.79752,2.0,2.0,167990.0,167992.0,2.0,0.7200000000000002,16.0,3.880008161599674,2.220446049250313e-16
3327197,ca6521baf525204b44e992f14a24cee0,2,2019-03-01 14:04:00,2019-03-01 17:11:00,2b5425681e75679e336318e1ad1c91062b5235b649f2b2573f2c5541aa3efb66,3.12,2.92,20.07,7.08,14,59,31.4776,0.57653,3.0,4.0,167990.0,167994.0,4.0,1.08,18.0,5.82001224239951,0.2000000000000001
3327270,3dd95a4eb10e60ce4b50d6945baf7046,2,2019-03-01 15:10:00,2019-03-02 09:19:00,a46b0af33e1de84bea4f694aef9ec2d140027b3e5f80596841fa7e64a9c3c100,18.14,14.0,48.441,3.64,15,59,77.6,0.0,14.0,19.0,167991.0,168010.0,19.0,11.801484230055658,34.0,63.59702101611916,10.94148423005566
3327369,7cb8dcf43a22ede0498c4a0240a026e2,1,2019-03-01 16:34:00,2019-03-01 17:27:00,68b876c9a66c01b5ce461c9dd972630964bb94f527b0b64edded91ef9a382b21,0.88,0.88,2.82,3.194,16,59,9.4864,0.85142,1.0,1.0,167992.0,167993.0,1.0,0.1199999999999997,17.0,0.6466680269332776,-2.220446049250313e-16
3327354,5e9f8c1b84a3515b709a5aaf1005e06e,2,2019-03-01 16:22:00,2019-03-01 16:49:00,b9411e1c46cc6376a6598b23a6605edc01bf301c1d198ebc350da336dda7b707,0.44,0.44,1.44,3.48,16,59,4.7432,0.91071,1.0,1.0,167992.0,167993.0,1.0,0.5600000000000003,17.0,3.017784125688636,3.3306690738754696e-16
3327326,d0681da9f572e4cf99f539fe2a596b44,1,2019-03-01 16:03:00,2019-03-01 16:49:00,f1736dd3c05ba2edb2262c0616aeb74cea3596d9a1c2ec5e2581a873870ab566,0.76,0.76,2.52,3.6,16,59,8.1928,0.86759,1.0,1.0,167992.0,167993.0,1.0,0.24,17.0,1.2933360538665577,0.0
3327545,98c0f68259e83e83b6fe92dcd5eb700c,1,2019-03-01 18:43:00,2019-03-01 19:58:00,b32cd288105f5f5df0b0e26036b3fa197dba54687a8e502952de62eb5ed062ad,1.24,1.24,3.52,3.003,18,59,13.3672,0.80291,2.0,2.0,167994.0,167996.0,2.0,0.7600000000000002,20.0,4.095564170577434,2.220446049250313e-16
3327561,e0a3351ff6d05c9beb7a680c77efd052,1,2019-03-01 18:57:00,2019-03-01 22:16:00,21703e471b8b477e08764eeae4a25c982e267bf25c86a61f05554935c01b0250,3.32,1.54,2.64,2.28,18,59,16.6012,0.762485,2.0,4.0,167994.0,167998.0,4.0,2.46,22.0,13.256694552132217,1.7799999999999998
3327611,2f424e6572331605fc61d47b01c47ac7,1,2019-03-01 20:04:00,2019-03-02 09:37:00,5f68d2d7297114138a6949e748a550d4a9756e73ded10d321a48465fa515bf2b,13.55,1.75,5.569,3.52,20,59,18.865,0.7341875,2.0,14.0,167996.0,168010.0,14.0,12.25,34.0,66.0140277494389,11.8
3327651,0f87094588f6330a84f30797f0458fc8,1,2019-03-01 21:36:00,2019-03-02 05:25:00,70f85753e33f0321cfcc79dec7c55712c20151c943feb792d628bf24e4c3f709,7.81,3.0,8.679,3.12,21,59,32.34,0.56575,3.0,8.0,167997.0,168005.0,8.0,5.0,29.0,26.94450112221995,4.809999999999999
3327672,fd16d4b994ed013892a76909389fa601,1,2019-03-01 22:54:00,2019-03-02 06:09:00,25e6cce5a7acba0f09321a7266739d6c1e53ccd05d7579cb0aa3cf5fe004d74d,7.24,3.32,32.03,10.497,22,59,35.78959999999999,0.52263,4.0,8.0,167998.0,168006.0,8.0,4.680000000000001,30.0,25.22005305039788,3.920000000000001
3327675,5f7b965ef966bec609f20f6ef8b9e410,1,2019-03-01 23:02:00,2019-03-02 08:21:00,b52b059c603a0aae50ab4b340aed54900635ce8d0cf82314b286d4bada05205c,9.32,8.06,72.54,9.738,23,59,77.6,0.0,9.0,10.0,167999.0,168009.0,10.0,2.8014842300556584,33.0,15.096918996123238,2.1214842300556587
3327689,7ed30b066a5383b037955d0ab6992be1,2,2019-03-02 00:57:00,2019-03-02 09:03:00,0c28614ef2b09869d1112e2c14d528c3f5cb3224bfc8db7197335b00559ce64a,8.1,2.5,23.911,10.124,0,60,26.95,0.6331249999999999,3.0,9.0,168000.0,168009.0,9.0,6.5,9.0,35.02785145888594,5.6
3327700,34fe371013e9b904cb3ea5cb69671658,2,2019-03-02 06:26:00,2019-03-02 08:59:00,c1efc9e04023b8f37bf7925bc15e4a7d475a468a5c8259b29eec82c41f92fd54,2.54,1.75,5.08,3.52,6,60,18.865,0.7341875,2.0,3.0,168006.0,168009.0,3.0,1.25,9.0,6.736125280554988,0.79
3327699,67ea9cb2c28a2952548e8d75ad06a22f,1,2019-03-02 06:25:00,2019-03-02 10:51:00,8d334ac07b394102e429c38f072d26d76982787b0e66c0086f97ce2402f3d14f,4.44,0.32,0.95,3.409,6,60,3.4496,0.92688,1.0,5.0,168006.0,168011.0,5.0,4.68,11.0,25.220053050397876,4.12
3327698,5c0fa30c4cc5c7416cfddbc50e5baa03,1,2019-03-02 06:19:00,2019-03-02 15:24:00,e1be103c6d258515f60324f08959b3fd894a64308b35a2cafffb934525c4a13d,9.09,3.0,8.729,3.16,6,60,32.34,0.56575,3.0,10.0,168006.0,168016.0,10.0,7.0,16.0,37.722301571107934,6.09
3327770,d495ee994b327c974d93a2f63617366a,1,2019-03-02 08:57:00,2019-03-02 17:31:00,575a2fced3590d0714d05c013531e1929293f3a7c2e96b152752b8dd9d8c0798,8.56,1.36,3.7,3.508,8,60,14.6608,0.78674,2.0,9.0,168008.0,168017.0,9.0,7.640000000000001,17.0,41.1711977147521,7.200000000000001
