session,ChargePoint,Connector,starttime_parking,endtime_parking,StartCard,connected_time_float,charged_time_float,total_energy,max_power,start_hour,day_no,energy_supplied,soc_arr,charged_time,connected_time,ts_arr,ts_dep,ts_soj,laxity,depart_hour,xi,laxity_float
3415560,38ed4160a87760e02a3c510f6234a868,1,2019-06-01 08:18:00,2019-06-01 12:17:00,0a939e05d029fadbb94794f063a4f027aa9ef320d71f4a3995a956d26c155658,3.98,3.98,36.29,10.64,8,151,42.9044,0.433695,4.0,4.0,170192.0,170196.0,4.0,0.02,12.0,0.1077780044888799,0.0
3415637,e1a200358838d1677b3126969a3258c9,2,2019-06-01 09:20:00,2019-06-01 09:50:00,bc37dd7437146889fbff9718aa0592f8813c0eefced4e78adddbd25700d41147,0.51,0.51,1.74,3.6,9,151,5.4978,0.9012775,1.0,1.0,170193.0,170194.0,1.0,0.4899999999999997,10.0,2.640561109977554,-2.220446049250313e-16
3415671,a70bdee5c23e8e6277fac21edfc24528,1,2019-06-01 09:46:00,2019-06-01 14:07:00,58f2f4f60fbfc721058785b3f492dec7ac1893596c896037a208129919599598,4.35,4.35,18.81,4.4,9,151,46.893,0.3838375,5.0,5.0,170193.0,170198.0,5.0,0.6500000000000004,14.0,3.502785145888596,0.0
3415728,e8770cb2c00863be207b3f9d57ca9566,2,2019-06-01 10:25:00,2019-06-01 10:38:00,15362891df4e35b54093c4068395be6f5bf4f4e614c2c7df75aa913ba816f743,0.21,0.21,0.73,3.449,10,151,2.2638,0.9417025,1.0,1.0,170194.0,170195.0,1.0,0.7900000000000001,11.0,4.257231177310754,1.6653345369377348e-16
3415752,442355de8f9f83384109c68ba983a7f1,1,2019-06-01 10:44:00,2019-06-01 11:19:00,63c05324eb2d2fd89794b44a9a0722aa112327e07e15da44a9e394fe20b9f63a,0.58,0.25,0.55,2.21,10,151,2.695,0.9363125,1.0,1.0,170194.0,170195.0,1.0,0.7500000000000001,11.0,4.0416751683329935,0.33
3415707,fe6c3a7b44bedd2fc667a2278f693d69,2,2019-06-01 10:07:00,2019-06-01 10:37:00,a78abde4dde77c3d0df5f0e96fc909209db7eca4472c23ad59641b2f7b6bf30f,0.5,0.5,1.74,3.52,10,151,5.39,0.902625,1.0,1.0,170194.0,170195.0,1.0,0.5000000000000002,11.0,2.694450112221997,2.220446049250313e-16
3415717,4b5c5d72600bd2656f3c35e093f2d930,1,2019-06-01 10:16:00,2019-06-01 13:04:00,31c404bcceb6a20e51519d64bb5a77de49640c47920db69c72f3f1a8d5c14ba7,2.81,2.81,7.69,3.284,10,151,30.2918,0.5913525,3.0,3.0,170194.0,170197.0,3.0,0.1899999999999995,13.0,1.0238910426443557,-4.440892098500626e-16
3415735,b73f729bd3924665d40f9c61b76c0c6e,2,2019-06-01 10:30:00,2019-06-01 13:48:00,8b2719a2a422f61fa6a50e138a33ac7de399c08290f173ad51b2ecfb931f44b5,3.31,3.31,11.4,3.6,10,151,35.6818,0.5239775,4.0,4.0,170194.0,170198.0,4.0,0.6900000000000004,14.0,3.718341154866356,4.440892098500626e-16
3415814,7ca895b4ed1a27b8596eff476d7ac06a,1,2019-06-01 11:34:00,2019-06-01 12:45:00,6c2fe0bc8ae213abd842029c608a7882c1f1a0235b21f2b0afa71c91d51fc518,1.19,1.19,8.42,7.2,11,151,12.8282,0.8096475,2.0,2.0,170195.0,170197.0,2.0,0.8099999999999998,13.0,4.365009181799631,-2.220446049250313e-16
3415780,1c5f3c34d78cec9bd26fd17944b46451,1,2019-06-01 11:06:00,2019-06-01 13:34:00,79421e1a54404c9343ca164f4985b6f984cd4315ab31508e09cc98d458a32852,2.46,2.14,6.96,3.6,11,151,23.0692,0.681635,3.0,3.0,170195.0,170198.0,3.0,0.8599999999999999,14.0,4.634454193021831,0.3199999999999998
3415786,93e0e106d18575158cbc64ce01486608,1,2019-06-01 11:13:00,2019-06-01 14:04:00,920feb41e8e72cbffbe4d55bc6c662d38e560548ba1ead27c0c46e58cb91805c,2.85,2.85,27.74,10.08,11,151,30.723,0.5859624999999999,3.0,3.0,170195.0,170198.0,3.0,0.1499999999999994,14.0,0.8083350336665958,-4.440892098500626e-16
3415910,407944ca9c3972fb0b62687257474cd1,2,2019-06-01 12:58:00,2019-06-01 13:53:00,8b03b47e49d17490c4b06eb014b9e0e1eabdeaae828ca8ece1d4662dd30ffc11,0.92,0.92,4.21,4.62,12,151,9.9176,0.84603,1.0,1.0,170196.0,170197.0,1.0,0.0799999999999997,13.0,0.4311120179555178,-2.220446049250313e-16
3415884,fa8d2370dc7f3bd9030e394304ee7ab2,2,2019-06-01 12:36:00,2019-06-01 14:12:00,d83317d1be8d832d6b4348d0cd1743a2ca42e6de6ec8885339675aca96e82bae,1.6,1.59,5.83,3.72,12,151,17.1402,0.7557475,2.0,2.0,170196.0,170198.0,2.0,0.4100000000000001,14.0,2.209449092022037,0.0100000000000002
3415854,3e355ead19f6592c310ad0547e8450c3,1,2019-06-01 12:09:00,2019-06-01 14:19:00,378d3e01f34044ccea90ae657125b0bafc85e4c3143d7ddbecfe668aa256f3ae,2.16,2.16,2.35,1.089,12,151,23.2848,0.67894,3.0,3.0,170196.0,170199.0,3.0,0.8400000000000003,15.0,4.526676188532954,4.440892098500626e-16
3415946,5d33696dad7e52d680e2de6d465776cb,1,2019-06-01 13:28:00,2019-06-01 17:53:00,ef6ce71f65d1513e81607e076b092599e489ad0e6f3ad59a2c24520088858442,4.42,3.25,30.02,10.0,13,151,35.035,0.5320625,4.0,5.0,170197.0,170202.0,5.0,1.75,18.0,9.430575392776984,1.17
3416045,4f825f1286d75c2bf1eaff81b88bdcff,2,2019-06-01 14:48:00,2019-06-01 15:05:00,281e61b041b9938f241495e4df8f351ec0c296c1b5379107ee381782a0cc157b,0.29,0.29,2.87,10.263,14,151,3.1261999999999994,0.9309225,1.0,1.0,170198.0,170199.0,1.0,0.7100000000000001,15.0,3.826119159355234,5.551115123125783e-17
3415995,45a8376e752fede66f14901b7365a581,2,2019-06-01 14:07:00,2019-06-01 14:35:00,8cd0b39ed763e131e8f729c293ff90ba5f7ea337e8a2150303461249c2b19cc2,0.46,0.46,1.66,3.68,14,151,4.9588,0.908015,1.0,1.0,170198.0,170199.0,1.0,0.5400000000000003,15.0,2.910006121199756,3.3306690738754696e-16
3416094,e1a200358838d1677b3126969a3258c9,2,2019-06-01 15:38:00,2019-06-01 17:59:00,f2e4bbec84ea18ed8bedce67b154d41cc4f53a9681f3a2003ce3a1ad7431b4c9,2.36,1.45,4.8,3.6,15,151,15.630999999999998,0.7746124999999999,2.0,3.0,170199.0,170202.0,3.0,1.5499999999999996,18.0,8.352795347888183,0.9099999999999996
3416160,021a923c2df7988a6e62561d4feeba42,1,2019-06-01 16:41:00,2019-06-01 21:03:00,399ca49d7cfdaba21b32fb70e9d980bcb5e047fa713f9ea28425da986a3edb86,4.35,4.35,29.7,6.96,16,151,46.893,0.3838375,5.0,5.0,170200.0,170205.0,5.0,0.6500000000000004,21.0,3.502785145888596,0.0
3416207,afca38a5879a5679859321f0464bd024,1,2019-06-01 17:52:00,2019-06-01 23:14:00,ae1254fbca920a470a2ab83a81a9f4d600014a79f14a517b8673f22ce57b8a22,5.37,1.78,12.72,8.4,17,151,19.1884,0.730145,2.0,6.0,170201.0,170207.0,6.0,4.220000000000001,23.0,22.741158947153643,3.5900000000000007
3416331,624429807b79596c53eb1984c1d1bea5,1,2019-06-01 22:10:00,2019-06-02 08:38:00,a4c381bf2c77e384028814215058b76db2b3150706921ad22e6d3f8283980f31,10.48,5.5,56.07,10.32,22,151,59.29,0.2288749999999999,6.0,11.0,170206.0,170217.0,11.0,5.499999999999999,33.0,29.638951234441947,4.98
3416358,f4f5e5fbf8297d4889e49f10942b030b,1,2019-06-02 05:54:00,2019-06-02 09:23:00,014a29d8c46c887f62c0d28a7f63408e3098a5cc8d29fe157a93136cce9983c5,3.49,3.49,11.82,3.48,5,152,37.6222,0.4997224999999999,4.0,4.0,170213.0,170217.0,4.0,0.5099999999999998,9.0,2.748339114466434,0.0
