session,ChargePoint,Connector,starttime_parking,endtime_parking,StartCard,connected_time_float,charged_time_float,total_energy,max_power,start_hour,day_no,energy_supplied,soc_arr,charged_time,connected_time,ts_arr,ts_dep,ts_soj,laxity,depart_hour,xi,laxity_float
3295855,8446899d243f5cac1ae20aff43356a07,1,2019-02-01 05:54:00,2019-02-01 05:56:00,3bbc4c76d4fa218dc25dc8cc286dbf12d4db60953133c8c4184f7d6d9680ddbd,0.04,0.04,0.11,2.803,5,31,0.4311999999999999,0.96461,1.0,1.0,167309.0,167310.0,1.0,0.96,6.0,5.173344215466231,-4.8572257327350605e-17
3295878,8446899d243f5cac1ae20aff43356a07,2,2019-02-01 06:30:00,2019-02-01 14:32:00,4172511c991c15c05ea2ee855341a0bfeb535b389eebcdc99daf0eec00436518,8.03,6.53,20.601,3.661,6,31,70.3934,0.0900824999999999,7.0,9.0,167310.0,167319.0,9.0,2.47,15.0,13.310583554376654,1.4999999999999991
3295891,92d8dc3f9b7885c072b77e45705bfbb6,1,2019-02-01 06:46:00,2019-02-01 16:28:00,eba14ecd22dc5b949b390f678b4c3d3bfe65f6e608488cc86399a12e1c0ff1f2,9.7,3.56,7.64,3.24,6,31,38.3768,0.49029,4.0,10.0,167310.0,167320.0,10.0,6.44,16.0,34.7045174454193,6.14
3295964,3939e8feba06f8768c430e60716e0c21,1,2019-02-01 07:40:00,2019-02-01 16:32:00,392d50c8b7b2ca60fd93acb33d99d30d0c0fc3d7c723b55595afc78c32ea442c,8.87,2.12,19.94,10.04,7,31,22.8536,0.68433,3.0,9.0,167311.0,167320.0,9.0,6.88,16.0,37.07563354417465,6.749999999999999
3295950,58fe66e56204a604073e2b6ac67f6237,2,2019-02-01 07:32:00,2019-02-01 16:59:00,eddb15bb4bc649944f9b0ef09c4e4f96965cb4bb6addd6aa187646cc0c71eb65,9.47,3.0,8.7,3.128,7,31,32.34,0.56575,3.0,10.0,167311.0,167321.0,10.0,7.0,17.0,37.722301571107934,6.470000000000001
3296096,45bc5b7cf48208632cf282366a58c3ea,1,2019-02-01 08:50:00,2019-02-01 09:45:00,fdd19bd5fafa48139cb16605726ed2e15a7f431d1d06be3aadab922c4467a780,0.93,0.93,3.379,3.68,8,31,10.0254,0.8446825,1.0,1.0,167312.0,167313.0,1.0,0.0700000000000001,9.0,0.3772230157110803,2.220446049250313e-16
3296101,7ed30b066a5383b037955d0ab6992be1,1,2019-02-01 08:52:00,2019-02-01 13:08:00,0cf7a9283a0bf575cb349e1b6b346275f1b92543a58a154c95f94f7a8572b65e,4.26,2.75,8.27,3.12,8,31,29.645,0.5994375,3.0,5.0,167312.0,167317.0,5.0,2.25,13.0,12.125025504998977,1.5099999999999991
3296012,654a5157fa94958ee27dfd1353f8d1ea,1,2019-02-01 08:00:00,2019-02-01 16:01:00,dad34880a543416ac4967a43914cdf86ef4cfe8bfc163c0b7fda99e254da896d,8.01,2.23,7.63,5.4,8,31,24.0394,0.6695075,3.0,9.0,167312.0,167321.0,9.0,6.7700000000000005,17.0,36.48285451948582,5.78
3296135,c10354680ac43b0a005a401e1c9025d7,1,2019-02-01 09:34:00,2019-02-01 12:07:00,038952ac5c057043725398c050800083164906b77b12750daee6217129700693,2.55,2.55,13.44,8.642000000000001,9,31,27.489,0.6263875,3.0,3.0,167313.0,167316.0,3.0,0.4500000000000002,12.0,2.425005100999797,0.0
3296194,fc3c00bad811469bd4491f3d22d00e49,2,2019-02-01 10:37:00,2019-02-01 10:59:00,24cf84631cfbeb3c4ca17b7884bca1ccf544ac581a4e9bd74a95e7d24e3fb41e,0.36,0.36,1.161,3.32,10,31,3.8808,0.92149,1.0,1.0,167314.0,167315.0,1.0,0.6399999999999996,11.0,3.448896143644152,-4.440892098500626e-16
