session,ChargePoint,Connector,starttime_parking,endtime_parking,StartCard,connected_time_float,charged_time_float,total_energy,max_power,start_hour,day_no,energy_supplied,soc_arr,charged_time,connected_time,ts_arr,ts_dep,ts_soj,laxity,depart_hour,xi,laxity_float
3525090,5f043ef766cca8d31f01e0fbbdf9a748,1,2019-10-01 05:57:00,2019-10-01 08:10:00,81df74acbe9619cf58f0c0ef836b6ba0581eee9dd2e07de1d297cf8b99e3203a,2.21,2.21,10.16,4.645,5,273,23.8238,0.6722025,3.0,3.0,173117.0,173120.0,3.0,0.7900000000000005,8.0,4.257231177310755,4.440892098500626e-16
3525179,70426ded4e14ab864a5d6478dae67ad9,2,2019-10-01 06:46:00,2019-10-01 09:59:00,54fa2bd4804da1bab933050bdb76e8be5d535a05a148749acc103f0802ca37ae,3.21,1.99,6.92,5.4,6,273,21.4522,0.7018475,2.0,4.0,173118.0,173122.0,4.0,2.01,10.0,10.83168945113242,1.2199999999999998
3525186,0f1102713c62852a2367e14100f40082,1,2019-10-01 06:51:00,2019-10-01 15:41:00,0c4b32e3c468fe477920a4e1a9af784e095a5cd4ad49d578255d948831723217,8.83,3.75,11.79,3.36,6,273,40.425,0.4646875,4.0,9.0,173118.0,173127.0,9.0,5.25,15.0,28.291726178330958,5.08
3525144,0782ab4d0db708be1326c47173e85970,2,2019-10-01 06:28:00,2019-10-01 15:45:00,9ef115a4333ca37681150201d5bc54db548d9699164fd462d93ca8aaadd2066f,9.28,1.75,5.78,3.6,6,273,18.865,0.7341875,2.0,10.0,173118.0,173128.0,10.0,8.25,16.0,44.45842685166293,7.529999999999999
3525332,dd3fe8c9d7b7b48b3fe85ea3d22f9e8d,1,2019-10-01 08:20:00,2019-10-01 16:05:00,429a4c3d8160060070c079b2511ac25dc3463de38c0ce564c9d2caf7b1c3f618,7.75,4.25,46.3,11.0,8,273,45.815,0.3973124999999999,5.0,8.0,173120.0,173128.0,8.0,3.75,16.0,20.208375841664967,3.5
3525389,afca38a5879a5679859321f0464bd024,2,2019-10-01 09:15:00,2019-10-01 10:12:00,99b93dd8fd72decc8ad91efd29f405006a89c2fd2039607d0b042da7d2996a90,0.94,0.94,6.38,8.757,9,273,10.1332,0.843335,1.0,1.0,173121.0,173122.0,1.0,0.0599999999999997,10.0,0.3233340134666379,-3.3306690738754696e-16
3525472,9bae10789a789973cc7f05d2a96df76f,2,2019-10-01 10:34:00,2019-10-01 11:34:00,f5abb4436aeafea3cdac66bf1fbc1641f179cf2d7ef13c7a607abaede064e0fe,1.0,1.0,10.83,10.924,10,273,10.78,0.83525,1.0,1.0,173122.0,173123.0,1.0,4.440892098500626e-16,11.0,2.393152442634157e-15,4.440892098500626e-16
3525493,cffa1037471854c57aa79f30cebb9ce3,2,2019-10-01 10:53:00,2019-10-01 15:38:00,e1b912457bb4112290ba0c27d6823d289b484ad83fc3050fecd9cab9665c9c6c,4.74,1.61,5.16,3.72,10,273,17.3558,0.7530525,2.0,5.0,173122.0,173127.0,5.0,3.390000000000001,15.0,18.26837176086513,3.130000000000001
3525490,578057e2f9ad130c9de13e5279a80203,2,2019-10-01 10:53:00,2019-10-02 04:37:00,09124f1973f4e45a4eaeccd21d00b7b45334278511b4a72a7a369fcc9df1c0fc,17.74,3.75,8.84,3.24,10,273,40.425,0.4646875,4.0,18.0,173122.0,173140.0,18.0,14.25,28.0,76.79182819832687,13.989999999999998
3525556,fa7f046ea40eb989231aba2ee0efa953,2,2019-10-01 11:52:00,2019-10-01 14:11:00,fe0157d436fd5b91add712cef20f67480581b436b5275b51af8aec980aba07e2,2.31,2.31,8.28,3.72,11,273,24.9018,0.6587275,3.0,3.0,173123.0,173126.0,3.0,0.6900000000000004,14.0,3.718341154866356,4.440892098500626e-16
3525512,0a0efeb35158afff2fb6b9b7e326214d,2,2019-10-01 11:11:00,2019-10-01 15:52:00,c2564a16b1031ef9ff077c34f7a3e577d5fb497cd0238f474917bb3be8710f15,4.69,2.31,6.59,3.124,11,273,24.9018,0.6587275,3.0,5.0,173123.0,173128.0,5.0,2.6900000000000004,16.0,14.49614160375434,2.380000000000001
3525571,0bc01518df38656accbde55bfb0e3859,1,2019-10-01 12:08:00,2019-10-01 12:30:00,a46b3e7046a31d8aeafc27ac10f967dcbd723e05a81aa81b8f0753697c406a35,0.37,0.37,3.52,9.72,12,273,3.9886,0.9201425,1.0,1.0,173124.0,173125.0,1.0,0.63,13.0,3.3950071413997147,0.0
3525635,2877f87530fa912a5639e1d785909ebf,2,2019-10-01 13:29:00,2019-10-01 15:43:00,646e9a2e8cbf41de059b2f43ffdc381869dbaba6ec23d1af989a8ca69654a756,2.24,1.75,5.9,3.56,13,273,18.865,0.7341875,2.0,3.0,173125.0,173128.0,3.0,1.25,16.0,6.736125280554988,0.4900000000000002
3525685,21766ffc356e4e1ae1c73c18a2168fe1,2,2019-10-01 14:37:00,2019-10-02 06:55:00,00b2742bf85790e9cb59e5af6366e0ed4bb56a6d41202a62ab75742f0c79cad9,16.31,6.5,26.62,11.12,14,273,70.07,0.094125,7.0,17.0,173126.0,173143.0,17.0,10.5,31.0,56.58345235666191,9.81
3525680,c7b41a41cf51c3f9d02bff3e7c931d22,1,2019-10-01 14:33:00,2019-10-02 07:46:00,a06e109c99d2eee3aa2844a03713b7e36f16cf4ab5e146ba046b582b05e12a17,17.21,11.86,39.03,3.6,14,273,77.6,0.0,12.0,18.0,173126.0,173144.0,18.0,10.801484230055658,32.0,58.20812079167517,10.01148423005566
