session,ChargePoint,Connector,starttime_parking,endtime_parking,StartCard,connected_time_float,charged_time_float,total_energy,max_power,start_hour,day_no,energy_supplied,soc_arr,charged_time,connected_time,ts_arr,ts_dep,ts_soj,laxity,depart_hour,xi,laxity_float
3594691,cfd14ebd1bbb7bfca04143dd4e882168,1,2019-12-01 05:42:00,2019-12-01 14:05:00,8dba9a58b53e17d410a29d2dbd83ec15f6ca8176debfca7afc221b23aff69f8c,8.38,1.0,2.58,3.04,5,334,10.78,0.83525,1.0,9.0,174581.0,174590.0,9.0,8.0,14.0,43.11120179555193,7.380000000000001
3594698,27d6c964e754c96cd4175b51d57bb680,2,2019-12-01 07:25:00,2019-12-01 13:32:00,0bd65cff0a3854c1994813058880ea9ba3cec4ae61bab2d34df62f05502ce20b,6.12,4.75,29.67,9.04,7,334,51.205,0.3299375,5.0,7.0,174583.0,174590.0,7.0,2.25,14.0,12.12502550499898,1.37
3594741,70426ded4e14ab864a5d6478dae67ad9,1,2019-12-01 08:45:00,2019-12-01 10:13:00,e9f55bd660682fdb519916d2dec3d356e9d75be85a028644be7677ac224fca50,1.48,1.48,5.12,5.647,8,334,15.9544,0.77057,2.0,2.0,174584.0,174586.0,2.0,0.52,10.0,2.802228116710875,0.0
3594720,f1fe9bf09a6217336a138f9a573dd742,2,2019-12-01 08:11:00,2019-12-01 09:47:00,9b2b0bcd25094352d7c75e6a42d5d1ccd3c0add7d14b09fda1ee392278c3cef2,1.59,1.59,5.25,3.364,8,334,17.1402,0.7557475,2.0,2.0,174584.0,174586.0,2.0,0.4100000000000001,10.0,2.209449092022037,2.220446049250313e-16
3594725,f122d91c04baa2ed8de5b41b7efcc147,2,2019-12-01 08:26:00,2019-12-01 11:15:00,eb4d3118788b10af5e97409decb8f9e0b2308e13706bafaabeaaf927d3081374,2.81,2.81,19.09,6.92,8,334,30.2918,0.5913525,3.0,3.0,174584.0,174587.0,3.0,0.1899999999999995,11.0,1.0238910426443557,-4.440892098500626e-16
3594730,001a0b2a7f4734fe5a27755355304b2d,1,2019-12-01 08:35:00,2019-12-01 16:32:00,df934f33b51ea102a57757d968bf1da562d68d3c264de1237519f27fd0c32bc8,7.96,1.91,4.94,3.796,8,334,20.5898,0.7126275,2.0,8.0,174584.0,174592.0,8.0,6.09,16.0,32.8184023668639,6.05
3594773,e9cb2743c939dc587b580743f07d5e50,1,2019-12-01 09:24:00,2019-12-01 11:33:00,747455ded8b6a69b46acceb783780f6c9d8a5d75af9b4090305f7106c7d5a7da,2.15,2.15,23.52,11.32,9,334,23.177,0.6802875,3.0,3.0,174585.0,174588.0,3.0,0.8500000000000005,12.0,4.580565190777395,4.440892098500626e-16
3594804,6ad6ad68fc9a634f2922955b9882fca0,2,2019-12-01 09:42:00,2019-12-01 13:28:00,23339e9b71abcb638a1446f4a207961142db20a39cc4a622d6ebd0171778c832,3.76,3.76,11.91,3.56,9,334,40.5328,0.4633400000000001,4.0,4.0,174585.0,174589.0,4.0,0.2400000000000002,13.0,1.293336053866559,0.0
3594847,a25c7aa5308b1f8610233147edd5eda9,1,2019-12-01 10:09:00,2019-12-01 14:13:00,2187408048ce486fa215612eab1b64273f6f991ec308bb8d1ac59a9a6f104c06,4.06,4.06,42.5,11.2,10,334,43.7668,0.422915,5.0,5.0,174586.0,174591.0,5.0,0.9400000000000004,15.0,5.065566210977353,0.0
3594871,cb2b9d63b2a0c9de80928afd5ce14afc,1,2019-12-01 10:28:00,2019-12-01 14:47:00,c16c5ab882bc01c07275ddcbb323e3e02991e99601859628275bc93611137263,4.32,4.32,9.05,3.6,10,334,46.5696,0.38788,5.0,5.0,174586.0,174591.0,5.0,0.6800000000000006,15.0,3.664452152621917,8.881784197001252e-16
