session,ChargePoint,Connector,starttime_parking,endtime_parking,StartCard,connected_time_float,charged_time_float,total_energy,max_power,start_hour,day_no,energy_supplied,soc_arr,charged_time,connected_time,ts_arr,ts_dep,ts_soj,laxity,depart_hour,xi,laxity_float
3495934,9d06060436179ba34d7474576fd76a5d,1,2019-09-01 06:52:00,2019-09-01 07:12:00,ef23e644e4d85c40299c5436f5aa300ed81ad541a2051c7736f05c00e0e39da9,0.34,0.34,4.04,12.126,6,243,3.6652,0.924185,1.0,1.0,172398.0,172399.0,1.0,0.6599999999999996,7.0,3.556674148133032,-3.8857805861880484e-16
3496010,5f043ef766cca8d31f01e0fbbdf9a748,1,2019-09-01 08:55:00,2019-09-01 10:50:00,c51cba0e516c2cd524446a52b865985300403aa6d5e574f2ea328f2ff4ebe576,1.91,1.91,8.95,4.76,8,243,20.5898,0.7126275,2.0,2.0,172400.0,172402.0,2.0,0.0899999999999998,10.0,0.4850010201999584,-2.220446049250313e-16
3495993,04bbf557645fb06202d66d0aa6fa93e0,1,2019-09-01 08:21:00,2019-09-01 11:17:00,994be7d008194f6a94653dd6ffbfc5bf82d8f065be3d68214a08bb6e0474b902,2.93,2.39,8.17,3.72,8,243,25.7642,0.6479475,3.0,3.0,172400.0,172403.0,3.0,0.6100000000000003,11.0,3.287229136910836,0.5400000000000005
3496037,68462e23403dab11914bf55afb408302,1,2019-09-01 09:22:00,2019-09-01 15:40:00,87ce44832f45f9eb8d058e713cb112abfac1c01763558a9a9110c0785fc5912c,6.3,6.29,26.22,4.44,9,243,67.80619999999999,0.1224225000000001,7.0,7.0,172401.0,172408.0,7.0,0.7100000000000009,16.0,3.826119159355238,0.0100000000000006
3496116,155113ad6c00a77c799fcf0dd22c4ee3,1,2019-09-01 10:52:00,2019-09-01 11:28:00,bf91696c4f9fae58dc026350167cb14eb81ac31876da57ab54508a48164a5910,0.6,0.6,2.02,3.469,10,243,6.467999999999999,0.88915,1.0,1.0,172402.0,172403.0,1.0,0.4000000000000001,11.0,2.155560089777597,1.1102230246251563e-16
3496113,fe6c3a7b44bedd2fc667a2278f693d69,2,2019-09-01 10:47:00,2019-09-01 11:01:00,15b44694122a65722c7b92f3822d8a1331810c33fcf0907d7c7e4638e7c30b00,0.24,0.24,2.64,11.125,10,243,2.5872,0.93766,1.0,1.0,172402.0,172403.0,1.0,0.7599999999999998,11.0,4.095564170577432,-2.7755575615628914e-16
3496111,607359d823825c5e746b57ce3155696d,1,2019-09-01 10:47:00,2019-09-01 12:31:00,4d569791c4f44138ea443087671e113adb035104f00ed23cd7975a53119efad1,1.73,1.73,17.81,10.44,10,243,18.6494,0.7368825,2.0,2.0,172402.0,172404.0,2.0,0.2699999999999998,12.0,1.4550030605998765,-2.220446049250313e-16
3496070,05b79a75c0f27291c44e919c824ca690,2,2019-09-01 10:12:00,2019-09-01 12:36:00,49cedec3383043061bbecc11030ee4cb33bfb21f923e4db983a613df6ce39a4a,2.39,2.39,7.96,5.4,10,243,25.7642,0.6479475,3.0,3.0,172402.0,172405.0,3.0,0.6100000000000003,13.0,3.287229136910836,4.440892098500626e-16
3496104,c1519bbbc685c7d67cdca10dea6c4f4b,1,2019-09-01 10:42:00,2019-09-02 04:54:00,4ca1c0a46651fc419f723a90f389dfd5e6947c1a89527a0ed4035428995d141f,18.21,1.0,8.39,10.12,10,243,10.78,0.83525,1.0,19.0,172402.0,172421.0,19.0,18.0,29.0,97.00020403999184,17.21
3496175,dfc3df02ce85f829c4d0c2f3fed69526,1,2019-09-01 11:43:00,2019-09-01 13:37:00,dd16811eecf787483db3daf7f8aee52b7c5063b78660cced0e5a61362ecf825e,1.89,1.89,20.79,11.478,11,243,20.3742,0.7153225,2.0,2.0,172403.0,172405.0,2.0,0.1099999999999996,13.0,0.5927790246888371,-4.440892098500626e-16
3496177,bcb75ba5c8775a13044678d35b75fb91,2,2019-09-01 11:45:00,2019-09-01 17:14:00,a52abefdf361c5174a35366246482436da0dab464d5bdb5ade24e30468a554b3,5.48,5.48,18.89,3.52,11,243,59.0744,0.2315699999999999,6.0,6.0,172403.0,172409.0,6.0,0.5199999999999996,17.0,2.802228116710873,0.0
3496206,34fe371013e9b904cb3ea5cb69671658,1,2019-09-01 12:18:00,2019-09-01 14:51:00,0a8dcec8ee96b7426d816165b67283815c4cf2a6716e456aeaf2767dcdbda446,2.55,2.55,24.73,12.68,12,243,27.489,0.6263875,3.0,3.0,172404.0,172407.0,3.0,0.4500000000000002,15.0,2.425005100999797,0.0
3496237,e831a9d25219175d0ca83b52acecf711,1,2019-09-01 12:42:00,2019-09-01 17:18:00,8b5b858edb4b427623223e1885c35928284079d0167292b74bfe2d1bf6e1462a,4.6,4.6,16.65,3.849,12,243,49.588,0.3501500000000001,5.0,5.0,172404.0,172409.0,5.0,0.4000000000000003,17.0,2.155560089777598,0.0
3496356,ceb0746a69aa3ced1ff2add4c23982ab,2,2019-09-01 14:41:00,2019-09-02 07:24:00,fb673105e3dbbe94653aa73372e5a3dcb4625db15a26d1c3dc18097cd9e97ff8,16.72,2.3,7.18,3.52,14,243,24.794,0.660075,3.0,17.0,172406.0,172423.0,17.0,14.7,31.0,79.21683329932667,14.419999999999998
3496455,b73f729bd3924665d40f9c61b76c0c6e,2,2019-09-01 16:33:00,2019-09-01 17:01:00,4fc64fddee50b2a364a958a7bd09cfc01935991aa163401d1b2e999942232228,0.46,0.46,1.69,3.72,16,243,4.9588,0.908015,1.0,1.0,172408.0,172409.0,1.0,0.5400000000000003,17.0,2.910006121199756,3.3306690738754696e-16
3496440,1c5f3c34d78cec9bd26fd17944b46451,1,2019-09-01 16:23:00,2019-09-01 20:17:00,967f459fc375c59b56610cfc10df09b2b128b00621a8f9c70d146686d990a4c9,3.9,3.36,8.83,3.24,16,243,36.2208,0.51724,4.0,4.0,172408.0,172412.0,4.0,0.6400000000000001,20.0,3.448896143644155,0.54
3496500,11a2027a414b303957b4270a4d016d17,1,2019-09-01 17:32:00,2019-09-01 19:48:00,b86a3dd7be7e453da86e32145610d558a6f99bdd08417ca4a8b9830068479df2,2.27,2.27,23.99,11.429,17,243,24.4706,0.6641175,3.0,3.0,172409.0,172412.0,3.0,0.73,20.0,3.933897163844114,0.0
3496481,acf942a27206fe74406387661e637919,2,2019-09-01 17:12:00,2019-09-02 05:02:00,db8e538efa788b2cf3b92c8d279b0b8832bd74cb08b68b1670391fa03c66fbd4,11.83,2.54,8.7,3.48,17,243,27.3812,0.6277349999999999,3.0,12.0,172409.0,172421.0,12.0,9.46,29.0,50.978996123240144,9.29
