ts,arr_e_req,client_bill,chg_e_req,imbalance_bill
166559.0,,,,
166560.0,10.779999999999994,1.5091999999999992,,
166561.0,0.0,0.0,,
166562.0,0.0,0.0,,
166563.0,0.0,0.0,,
166564.0,0.0,0.0,,
166565.0,0.0,0.0,,
166566.0,0.0,0.0,,
166567.0,0.0,0.0,,
166568.0,0.0,0.0,,
166569.0,0.0,0.0,,
166570.0,24.470599999999997,3.425884,,
166571.0,40.425000000000004,5.659500000000001,,
166572.0,35.3584,4.950176000000001,,
166573.0,25.6564,3.5918960000000006,,
166574.0,93.247,13.054580000000001,,
166575.0,18.002599999999997,2.520364,,
166576.0,18.325999999999993,2.5656399999999993,,
166577.0,47.21639999999999,6.610296,,
166578.0,60.907,8.52698,,
166579.0,100.66919999999999,14.093688,,
166580.0,0.0,0.0,,
166581.0,3.126199999999999,0.4376679999999999,,
166582.0,44.84479999999999,6.278271999999999,,
166583.0,0.0,0.0,,
166584.0,0.0,0.0,,
166585.0,0.0,0.0,,
166586.0,0.0,0.0,,
166587.0,0.0,0.0,,
166588.0,0.0,0.0,,
166589.0,0.0,0.0,,
166590.0,41.9342,5.870788,,
166591.0,92.8158,12.994212000000001,,
166592.0,0.0,0.0,,
166593.0,36.544200000000004,5.116188000000001,,
166594.0,85.80879999999999,12.013232,,
166595.0,25.764199999999995,3.606988,,
166596.0,0.0,0.0,,
166597.0,40.748400000000004,5.704776000000001,,
166598.0,46.4618,6.504652,,
166599.0,0.0,0.0,,
166600.0,156.72519999999997,21.941527999999998,,
166601.0,24.039399999999993,3.3655159999999995,,
166602.0,63.602000000000004,8.904280000000002,,
166603.0,61.1226,8.557164,,
166604.0,0.0,0.0,,
166605.0,0.0,0.0,,
166606.0,0.0,0.0,,
166607.0,0.0,0.0,,
166608.0,0.0,0.0,,
166609.0,0.0,0.0,,
166610.0,0.0,0.0,,
166611.0,0.0,0.0,,
166612.0,0.0,0.0,,
166613.0,0.0,0.0,,
166614.0,35.8974,5.025636,,
166615.0,45.81499999999999,6.4140999999999995,,
166616.0,77.6,10.864,,
166617.0,51.9596,7.274344000000001,,
166618.0,0.0,0.0,,
166619.0,17.679199999999994,2.4750879999999995,,
166620.0,40.532799999999995,5.674592,,
166621.0,111.24959999999999,15.574944,,
166622.0,0.0,0.0,,
166623.0,85.05419999999998,11.907587999999999,,
166624.0,50.7738,7.108332000000001,,
166625.0,95.29519999999997,13.341327999999997,,
166626.0,72.76499999999999,10.1871,,
166627.0,75.35220000000001,10.549308000000002,,
166628.0,33.2024,4.6483360000000005,,
166629.0,66.297,9.28158,,
166630.0,0.0,0.0,,
166631.0,0.0,0.0,,
166632.0,0.0,0.0,,
166633.0,0.0,0.0,,
166634.0,0.0,0.0,,
166635.0,0.0,0.0,,
166636.0,0.0,0.0,,
166637.0,0.0,0.0,,
166638.0,37.08319999999999,5.191647999999999,,
166639.0,151.35119999999998,21.189168,,
166640.0,50.0192,7.002688,,
166641.0,78.2628,10.956792,,
166642.0,0.0,0.0,,
166643.0,0.0,0.0,,
166644.0,120.95159999999998,16.933224,,
166645.0,2.9106000000000076,0.4074840000000011,,
166646.0,45.922799999999995,6.429192,,
166647.0,19.942999999999984,2.792019999999998,,
166648.0,133.54819999999998,18.696748,,
166649.0,93.78599999999997,13.130039999999997,,
166650.0,120.5204,16.872856000000002,,
166651.0,0.0,0.0,,
166652.0,45.81499999999999,6.4140999999999995,,
166653.0,46.785199999999996,6.549928,,
166654.0,0.0,0.0,,
166655.0,0.0,0.0,,
166656.0,0.0,0.0,,
166657.0,0.0,0.0,,
166658.0,0.0,0.0,,
166659.0,0.0,0.0,,
166660.0,0.0,0.0,,
166661.0,0.0,0.0,,
166662.0,0.0,0.0,,
166663.0,48.617799999999974,6.806491999999997,,
166664.0,20.80539999999999,2.912755999999999,,
166665.0,71.4714,10.005996000000001,,
166666.0,94.1094,13.175316,,
166667.0,136.04359999999997,19.046103999999996,,
166668.0,65.54239999999999,9.175935999999998,,
166669.0,0.0,0.0,,
166670.0,37.19100000000001,5.206740000000002,,
166671.0,68.99199999999999,9.65888,,
166672.0,21.559999999999995,3.0183999999999997,,
166673.0,14.229599999999998,1.992144,,
166674.0,0.0,0.0,,
166675.0,50.12700000000001,7.017780000000002,,
166676.0,0.0,0.0,,
166677.0,0.0,0.0,,
166678.0,66.7282,9.341948,,
166679.0,0.0,0.0,,
166680.0,0.0,0.0,,
166681.0,0.0,0.0,,
166682.0,0.0,0.0,,
166683.0,0.0,0.0,,
166684.0,0.0,0.0,,
166685.0,0.0,0.0,,
166686.0,37.191,5.206740000000001,,
166687.0,23.823800000000006,3.335332000000001,,
166688.0,7.33039999999999,1.0262559999999987,,
166689.0,7.653800000000004,1.0715320000000006,,
166690.0,0.0,0.0,,
166691.0,0.0,0.0,,
166692.0,34.9272,4.889808,,
166693.0,32.9868,4.618152000000001,,
166694.0,0.0,0.0,,
166695.0,30.3996,4.255944,,
166696.0,32.23219999999999,4.5125079999999995,,
166697.0,24.254999999999995,3.3956999999999997,,
166698.0,29.86059999999999,4.180483999999999,,
166699.0,0.0,0.0,,
166700.0,0.0,0.0,,
166701.0,0.0,0.0,,
166702.0,0.0,0.0,,
166703.0,0.0,0.0,,
166704.0,0.0,0.0,,
166705.0,0.0,0.0,,
166706.0,0.0,0.0,,
166707.0,0.0,0.0,,
166708.0,0.0,0.0,,
166709.0,0.0,0.0,,
166710.0,52.39079999999999,7.334712,,
166711.0,86.34779999999999,12.088692,,
166712.0,8.300600000000005,1.1620840000000008,,
166713.0,0.0,0.0,,
166714.0,0.0,0.0,,
166715.0,7.869399999999986,1.1017159999999981,,
166716.0,0.0,0.0,,
166717.0,62.9552,8.813728000000001,,
166718.0,21.9912,3.078768,,
166719.0,0.0,0.0,,
166720.0,52.9298,7.410172000000001,,
166721.0,0.0,0.0,,
166722.0,36.8676,5.1614640000000005,,
166723.0,20.050800000000002,2.8071120000000005,,
166724.0,115.7772,16.208808,,
166725.0,92.2768,12.918752,,
166726.0,0.0,0.0,,
166727.0,0.0,0.0,,
166728.0,0.0,0.0,,
166729.0,0.0,0.0,,
166730.0,0.0,0.0,,
166731.0,0.0,0.0,,
166732.0,0.0,0.0,,
166733.0,35.1428,4.919992000000001,,
166734.0,33.0946,4.633244,,
166735.0,159.86739999999998,22.381435999999997,,
166736.0,28.674799999999987,4.014471999999999,,
166737.0,13.475000000000001,1.8865000000000003,,
166738.0,104.7816,14.669424000000001,,
166739.0,61.984999999999985,8.6779,,
166740.0,49.264599999999994,6.897044,,
166741.0,0.0,0.0,,
166742.0,34.7116,4.859624,,
166743.0,39.7782,5.568948000000001,,
166744.0,11.858000000000004,1.6601200000000007,,
166745.0,0.0,0.0,,
166746.0,105.1968,14.727552000000001,,
166747.0,88.50380000000001,12.390532000000002,,
166748.0,0.0,0.0,,
166749.0,0.0,0.0,,
166750.0,0.0,0.0,,
166751.0,0.0,0.0,,
166752.0,0.0,0.0,,
166753.0,0.0,0.0,,
166754.0,0.0,0.0,,
166755.0,0.0,0.0,,
166756.0,0.0,0.0,,
166757.0,32.34,4.5276000000000005,,
166758.0,0.0,0.0,,
166759.0,78.80179999999999,11.032252,,
166760.0,66.40479999999997,9.296671999999996,,
