ts,arr_e_req,client_bill,chg_e_req,imbalance_bill,n_cars,avg_lax
166559.0,,,0.0,0.0,0.0,0.0
166560.0,10.779999999999994,1.5091999999999992,0.13749999999999993,0.4399999999999998,1.0,0.28
166561.0,0.0,0.0,0.0,0.0,1.0,0.24
166562.0,0.0,0.0,0.0,0.0,1.0,0.2
166563.0,0.0,0.0,0.0,0.0,1.0,0.16
166564.0,0.0,0.0,0.0,0.0,1.0,0.12
166565.0,0.0,0.0,0.0,0.0,1.0,0.08
166566.0,0.0,0.0,0.0,0.0,1.0,0.04
166567.0,0.0,0.0,0.0,0.0,1.0,0.0
166568.0,0.0,0.0,0.0,0.0,0.0,0.0
166569.0,0.0,0.0,0.0,0.0,0.0,0.0
166570.0,24.470599999999997,3.425884,0.1375,0.44000000000000006,1.0,0.029200000000000025
166571.0,40.425000000000004,5.659500000000001,0.275,0.8800000000000001,2.0,0.1592
166572.0,35.3584,4.950176000000001,0.43174999999999997,1.3816000000000002,4.0,0.23360000000000003
166573.0,25.6564,3.5918960000000006,0.41250000000000003,1.32,4.0,0.21840000000000007
166574.0,93.247,13.054580000000001,0.7919999999999998,2.5343999999999993,8.0,0.2228
166575.0,18.002599999999997,2.520364,0.4963749999999999,1.5883999999999998,6.0,0.14040000000000008
166576.0,18.325999999999993,2.5656399999999993,0.3849999999999999,1.2319999999999998,5.0,0.6244000000000001
166577.0,47.21639999999999,6.610296,0.5087499999999999,1.6279999999999997,5.0,1.2772000000000003
166578.0,60.907,8.52698,0.6448749999999999,2.0635999999999997,6.0,2.1188
166579.0,100.66919999999999,14.093688,0.7108749999999999,2.2748,8.0,2.752059369202226
166580.0,0.0,0.0,0.3849999999999999,1.2319999999999998,6.0,2.6240593692022265
166581.0,3.126199999999999,0.4376679999999999,0.20487499999999992,0.6555999999999997,7.0,2.4320593692022263
166582.0,44.84479999999999,6.278271999999999,0.275,0.8800000000000001,7.0,2.505659369202226
166583.0,0.0,0.0,0.275,0.8800000000000001,7.0,2.3056593692022265
166584.0,0.0,0.0,0.275,0.8800000000000001,7.0,2.1056593692022263
166585.0,0.0,0.0,0.275,0.8800000000000001,7.0,1.9056593692022268
166586.0,0.0,0.0,0.049295918367346564,0.157746938775509,7.0,1.64
166587.0,0.0,0.0,0.0,0.0,7.0,1.36
166588.0,0.0,0.0,0.0,0.0,7.0,1.08
166589.0,0.0,0.0,0.0,0.0,7.0,0.8
166590.0,41.9342,5.870788,0.1375,0.44000000000000006,7.0,0.6043999999999999
166591.0,92.8158,12.994212000000001,0.55,1.7600000000000002,10.0,0.94
166592.0,0.0,0.0,0.55,1.7600000000000002,8.0,0.78
166593.0,36.544200000000004,5.116188000000001,0.7232499999999997,2.314399999999999,8.0,0.6948000000000001
166594.0,85.80879999999999,12.013232,0.6256249999999999,2.002,10.0,0.7584000000000001
166595.0,25.764199999999995,3.606988,0.6146249999999998,1.9667999999999994,8.0,0.6416000000000001
166596.0,0.0,0.0,0.34099999999999997,1.0912,6.0,0.5008
166597.0,40.748400000000004,5.704776000000001,0.20349999999999974,0.6511999999999991,6.0,0.32880000000000004
166598.0,46.4618,6.504652,0.41250000000000003,1.32,6.0,1.6363999999999999
166599.0,0.0,0.0,0.37812499999999993,1.2099999999999997,6.0,1.5064000000000002
166600.0,156.72519999999997,21.941527999999998,0.9184999999999999,2.9391999999999996,11.0,2.7120593692022266
166601.0,24.039399999999993,3.3655159999999995,0.627,2.0064,8.0,3.045259369202227
166602.0,63.602000000000004,8.904280000000002,0.6104999999999998,1.9535999999999996,8.0,3.2268593692022267
166603.0,61.1226,8.557164,0.5816249999999998,1.8611999999999995,9.0,3.2492593692022265
166604.0,0.0,0.0,0.46475,1.4871999999999999,9.0,3.024459369202227
166605.0,0.0,0.0,0.34649999999999986,1.1087999999999996,8.0,2.8052593692022265
166606.0,0.0,0.0,0.275,0.8800000000000001,8.0,2.5652593692022263
166607.0,0.0,0.0,0.16479591836734678,0.5273469387755096,8.0,2.2932
166608.0,0.0,0.0,0.09212499999999982,0.29479999999999945,8.0,2.0
166609.0,0.0,0.0,0.0,0.0,8.0,1.68
166610.0,0.0,0.0,0.0,0.0,8.0,1.36
166611.0,0.0,0.0,0.0,0.0,8.0,1.04
166612.0,0.0,0.0,0.0,0.0,8.0,0.72
166613.0,0.0,0.0,0.0,0.0,6.0,0.48
166614.0,35.8974,5.025636,0.1375,0.44000000000000006,6.0,0.3868
166615.0,45.81499999999999,6.4140999999999995,0.41250000000000003,1.32,6.0,0.8568000000000001
166616.0,77.6,10.864,0.5499999999999999,1.7599999999999998,5.0,0.8488593692022265
166617.0,51.9596,7.274344000000001,0.3547499999999998,1.1351999999999993,6.0,0.7592593692022264
166618.0,0.0,0.0,0.275,0.8800000000000001,6.0,0.5992593692022263
