idSess,soc_dis,t_dis,g,idx_theta_w,idx_theta_l
3610823,0.15419701290749385,3.0,0.46824939628865037,2,1
3610816,0.15419701290749385,6.0,0.6683030402403549,2,2
3610845,0.0,0.0,0.6683030402403549,-1,-1
3610935,0.0,0.0,0.46824939628865037,-1,1
3611050,0.0,0.0,0.6683030402403549,-1,-1
3611172,0.0,0.0,0.6054321344782831,0,-1
3611156,0.0,0.0,0.46824939628865037,-1,1
3611254,0.0,0.0,0.6054321344782831,0,-1
3611198,0.0,0.0,0.6054321344782831,0,-1
3611217,0.0,0.0,0.46824939628865037,-1,1
3611225,0.0,0.0,0.6054321344782831,0,-1
3611183,0.0,0.0,0.6054321344782831,0,-1
3611280,0.0,0.0,0.6054321344782831,0,-1
3611426,0.0,0.0,0.3539560514921607,-1,0
3611423,0.0,0.0,0.6054321344782831,0,-1
3611443,0.0,0.0,0.6054321344782831,0,-1
3611479,0.0,0.0,0.3539560514921607,-1,0
3611429,0.0,0.0,0.6683030402403549,-1,-1
3611418,0.0,0.0,0.46824939628865037,-1,1
3611440,0.08749642925553869,3.0,0.42822904609747725,1,1
3611532,0.0,0.0,0.6054321344782831,0,-1
3611534,0.0,0.0,0.3539560514921607,-1,0
3611568,0.0,0.0,0.6054321344782831,0,-1
3611520,0.0,0.0,0.6683030402403549,-1,-1
3611519,0.15419701290749385,2.0,0.3539560514921607,2,0
3611613,0.08749642925553869,6.0,0.6282826900491818,1,2
3611575,0.0,0.0,0.6054321344782831,0,-1
3611625,0.0,0.0,0.46824939628865037,-1,1
3611823,0.0,0.0,0.3539560514921607,-1,0
3611717,0.05893323479191541,3.0,0.4053784905265786,0,1
3611809,0.0,0.0,0.46824939628865037,-1,1
3611852,0.0,0.0,0.6683030402403549,-1,-1
3611773,0.0,0.0,0.6054321344782831,0,-1
3611923,0.0,0.0,0.46824939628865037,-1,1
3611863,0.0,0.0,0.46824939628865037,-1,1
3611892,0.08749642925553869,3.0,0.42822904609747725,1,1
3611991,0.0,0.0,0.6683030402403549,-1,-1
