ts,arr_e_req,client_bill,chg_e_req,imbalance_bill,n_cars,avg_lax
166559.0,,,0.0,0.0,0.0,0.0
166560.0,10.779999999999994,1.5091999999999992,0.13749999999999993,0.5281099999999997,1.0,0.28
166561.0,0.0,0.0,0.0,0.0,1.0,0.24
166562.0,0.0,0.0,0.0,0.0,1.0,0.2
166563.0,0.0,0.0,0.0,0.0,1.0,0.16
166564.0,0.0,0.0,0.0,0.0,1.0,0.12
166565.0,0.0,0.0,0.0,0.0,1.0,0.08
166566.0,0.0,0.0,0.0,0.0,1.0,0.04
166567.0,0.0,0.0,0.0,0.0,1.0,0.0
166568.0,0.0,0.0,0.0,0.0,0.0,0.0
166569.0,0.0,0.0,0.0,0.0,0.0,0.0
166570.0,24.470599999999997,3.425884,0.1375,1.7272200000000004,1.0,0.029200000000000025
166571.0,40.425000000000004,5.659500000000001,0.275,3.6872000000000007,2.0,0.1592
166572.0,35.3584,4.950176000000001,0.43174999999999997,3.8000908,4.0,0.23360000000000003
166573.0,25.6564,3.5918960000000006,0.41250000000000003,1.8829800000000003,4.0,0.21840000000000007
166574.0,93.247,13.054580000000001,0.7919999999999998,2.616768,8.0,0.2228
166575.0,18.002599999999997,2.520364,0.4963749999999999,1.5895912999999997,6.0,0.14040000000000008
166576.0,18.325999999999993,2.5656399999999993,0.3849999999999999,1.2526359999999999,5.0,0.6244000000000001
166577.0,47.21639999999999,6.610296,0.5087499999999999,1.6609669999999996,5.0,1.2772000000000003
166578.0,60.907,8.52698,0.6448749999999999,2.1136422999999995,6.0,2.1188
166579.0,100.66919999999999,14.093688,0.7108749999999999,2.5574439,8.0,2.752059369202226
166580.0,0.0,0.0,0.3849999999999999,0.44043999999999983,6.0,2.6240593692022265
166581.0,3.126199999999999,0.4376679999999999,0.20487499999999992,0.7636100999999997,7.0,2.4320593692022263
166582.0,44.84479999999999,6.278271999999999,0.275,0.85052,7.0,2.505659369202226
166583.0,0.0,0.0,0.275,0.5750799999999999,7.0,2.3056593692022265
166584.0,0.0,0.0,0.275,0.23826,7.0,2.1056593692022263
166585.0,0.0,0.0,0.275,0.8971600000000001,7.0,1.9056593692022268
166586.0,0.0,0.0,0.049295918367346564,0.12974685714285614,7.0,1.64
166587.0,0.0,0.0,0.0,0.0,7.0,1.36
166588.0,0.0,0.0,0.0,0.0,7.0,1.08
166589.0,0.0,0.0,0.0,0.0,7.0,0.8
166590.0,41.9342,5.870788,0.1375,0.6787000000000001,7.0,0.6043999999999999
166591.0,92.8158,12.994212000000001,0.55,-0.9627200000000001,10.0,0.94
166592.0,0.0,0.0,0.55,2.1221200000000002,8.0,0.78
166593.0,36.544200000000004,5.116188000000001,0.7232499999999997,2.9219299999999993,8.0,0.6948000000000001
166594.0,85.80879999999999,12.013232,0.6256249999999999,7.969461499999998,10.0,0.7584000000000001
166595.0,25.764199999999995,3.606988,0.6146249999999998,4.0378403999999986,8.0,0.6416000000000001
166596.0,0.0,0.0,0.34099999999999997,1.3157143999999998,6.0,0.5008
166597.0,40.748400000000004,5.704776000000001,0.20349999999999974,0.9732183999999987,6.0,0.32880000000000004
166598.0,46.4618,6.504652,0.41250000000000003,2.70996,6.0,1.6363999999999999
166599.0,0.0,0.0,0.37812499999999993,4.832739999999999,6.0,1.5064000000000002
166600.0,156.72519999999997,21.941527999999998,0.9184999999999999,8.066634399999998,11.0,2.7120593692022266
166601.0,24.039399999999993,3.3655159999999995,0.627,9.308191200000001,8.0,3.045259369202227
166602.0,63.602000000000004,8.904280000000002,0.6104999999999998,2.3076899999999996,8.0,3.2268593692022267
166603.0,61.1226,8.557164,0.5816249999999998,3.031429499999999,9.0,3.2492593692022265
166604.0,0.0,0.0,0.46475,1.7519216000000002,9.0,3.024459369202227
166605.0,0.0,0.0,0.34649999999999986,1.0203731999999996,8.0,2.8052593692022265
166606.0,0.0,0.0,0.275,0.9273,8.0,2.5652593692022263
166607.0,0.0,0.0,0.16479591836734678,0.5831138775510198,8.0,2.2932
166608.0,0.0,0.0,0.09212499999999982,0.17496379999999967,8.0,2.0
166609.0,0.0,0.0,0.0,0.0,8.0,1.68
166610.0,0.0,0.0,0.0,0.0,8.0,1.36
166611.0,0.0,0.0,0.0,0.0,8.0,1.04
166612.0,0.0,0.0,0.0,0.0,8.0,0.72
166613.0,0.0,0.0,0.0,0.0,6.0,0.48
166614.0,35.8974,5.025636,0.1375,0.51931,6.0,0.3868
166615.0,45.81499999999999,6.4140999999999995,0.41250000000000003,1.58631,6.0,0.8568000000000001
166616.0,77.6,10.864,0.5499999999999999,4.79688,5.0,0.8488593692022265
166617.0,51.9596,7.274344000000001,0.3547499999999998,2.2275461999999986,6.0,0.7592593692022264
166618.0,0.0,0.0,0.275,1.43792,6.0,0.5992593692022263
166619.0,17.679199999999994,2.4750879999999995,0.41250000000000003,1.58631,7.0,0.5336593692022263
166620.0,40.532799999999995,5.674592,0.6379999999999999,2.4682943999999996,7.0,0.4888593692022265
166621.0,111.24959999999999,15.574944,1.0835,2.88211,12.0,0.4712593692022265
166622.0,0.0,0.0,0.5101249999999999,1.8344094999999996,10.0,0.21965936920222645
166623.0,85.05419999999998,11.907587999999999,0.6460459183673466,2.4911530612244883,9.0,0.13200000000000003
166624.0,50.7738,7.108332000000001,0.6875,3.2461,6.0,0.5036
166625.0,95.29519999999997,13.341327999999997,0.9487499999999996,3.8086619999999987,9.0,0.9860000000000002
166626.0,72.76499999999999,10.1871,0.9473749999999999,4.262429599999999,8.0,1.5916000000000003
166627.0,75.35220000000001,10.549308000000002,0.9721249999999997,3.9958225999999986,9.0,2.3548
166628.0,33.2024,4.6483360000000005,0.7067499999999997,2.2825197999999993,8.0,2.6372000000000004
166629.0,66.297,9.28158,0.6874999999999998,0.26949999999999996,8.0,2.7512
166630.0,0.0,0.0,0.4111249999999999,0.4473039999999999,8.0,2.5508
166631.0,0.0,0.0,0.1484999999999999,0.3964355999999997,8.0,2.274
166632.0,0.0,0.0,0.1375,0.5219500000000001,7.0,2.0340000000000003
166633.0,0.0,0.0,0.1375,0.52646,7.0,1.794
166634.0,0.0,0.0,0.1375,0.5227200000000001,7.0,1.554
166635.0,0.0,0.0,0.02062499999999974,0.07842449999999902,7.0,1.28
166636.0,0.0,0.0,0.0,0.0,7.0,1.0
166637.0,0.0,0.0,0.0,0.0,6.0,0.76
166638.0,37.08319999999999,5.191647999999999,0.275,-0.9360999999999999,8.0,0.9424000000000001
166639.0,151.35119999999998,21.189168,0.7479999999999998,3.171519999999999,11.0,1.0384
166640.0,50.0192,7.002688,0.8359999999999999,10.5081856,12.0,0.976
166641.0,78.2628,10.956792,0.6682500000000001,2.8408644000000005,11.0,0.76
166642.0,0.0,0.0,0.4812499999999999,1.8722549999999996,8.0,0.5800000000000001
166643.0,0.0,0.0,0.2942499999999998,1.3467233999999988,6.0,0.4256000000000001
166644.0,120.95159999999998,16.933224,0.8250000000000001,4.1322600000000005,9.0,0.5768000000000001
166645.0,2.9106000000000076,0.4074840000000011,0.6476249999999997,2.9303735999999985,10.0,0.39440000000000003
166646.0,45.922799999999995,6.429192,0.41250000000000003,6.838590000000001,5.0,0.3440000000000001
166647.0,19.942999999999984,2.792019999999998,0.6008749999999997,2.303033699999999,8.0,0.28480000000000005
166648.0,133.54819999999998,18.696748,0.713625,3.4008513000000002,8.0,1.2368593692022265
166649.0,93.78599999999997,13.130039999999997,1.057375,19.0006058,10.0,1.7964593692022266
166650.0,120.5204,16.872856000000002,1.1934999999999998,0.6253939999999998,12.0,2.5364593692022264
166651.0,0.0,0.0,0.7658749999999996,1.4894736999999991,8.0,2.4392593692022264
166652.0,45.81499999999999,6.4140999999999995,0.825,2.6419799999999998,9.0,3.269259369202226
166653.0,46.785199999999996,6.549928,0.8346249999999996,1.845522799999999,10.0,3.4584593692022265
166654.0,0.0,0.0,0.4468749999999999,0.6763899999999999,8.0,3.2684593692022266
166655.0,0.0,0.0,0.2679209183673466,0.8817813265306111,8.0,3.0263999999999998
166656.0,0.0,0.0,0.1375,0.36729,8.0,2.7464
166657.0,0.0,0.0,0.046749999999999826,0.16556979999999938,8.0,2.44
166658.0,0.0,0.0,0.0,0.0,8.0,2.12
166659.0,0.0,0.0,0.0,0.0,8.0,1.8
166660.0,0.0,0.0,0.0,0.0,8.0,1.48
166661.0,0.0,0.0,0.0,0.0,8.0,1.16
166662.0,0.0,0.0,0.0,0.0,8.0,0.84
166663.0,48.617799999999974,6.806491999999997,0.15674999999999992,0.2583239999999999,8.0,0.8252000000000002
166664.0,20.80539999999999,2.912755999999999,0.34925,-1.5392146000000002,9.0,0.6096
166665.0,71.4714,10.005996000000001,0.4661249999999999,1.5300086999999996,10.0,0.4
166666.0,94.1094,13.175316,0.730125,2.9736531000000004,9.0,0.3032000000000001
166667.0,136.04359999999997,19.046103999999996,1.4313749999999998,5.728935299999999,15.0,0.3748000000000002
166668.0,65.54239999999999,9.175935999999998,1.2416249999999998,4.659570299999998,15.0,1.2928
166669.0,0.0,0.0,0.5912499999999998,2.218842999999999,7.0,1.1848
166670.0,37.19100000000001,5.206740000000002,0.5664999999999998,2.161310799999999,6.0,1.7316
166671.0,68.99199999999999,9.65888,0.6709999999999998,2.4300935999999993,6.0,1.7908
166672.0,21.559999999999995,3.0183999999999997,0.6091249999999999,2.1889515999999998,5.0,2.448
166673.0,14.229599999999998,1.992144,0.4193749999999998,2.3454804999999985,6.0,2.3572
166674.0,0.0,0.0,0.14712499999999987,0.6008584999999994,5.0,2.2
166675.0,50.12700000000001,7.017780000000002,0.1375,0.50039,5.0,3.2539999999999996
166676.0,0.0,0.0,0.1375,0.46299,4.0,3.134
166677.0,0.0,0.0,0.1375,0.4255900000000001,4.0,3.014
166678.0,66.7282,9.341948,0.275,0.8511800000000002,5.0,3.1264
166679.0,0.0,0.0,0.22687499999999994,0.8065859999999998,5.0,2.9924
166680.0,0.0,0.0,0.1375,0.45958,5.0,2.8324000000000003
166681.0,0.0,0.0,0.1375,0.4857600000000001,5.0,2.6724
166682.0,0.0,0.0,0.1375,0.54054,5.0,2.5124
166683.0,0.0,0.0,0.1375,0.49654000000000004,5.0,2.3524000000000003
166684.0,0.0,0.0,0.026124999999999746,0.1258597999999988,5.0,2.16
166685.0,0.0,0.0,0.0,0.0,5.0,1.96
166686.0,37.191,5.206740000000001,0.24062499999999995,0.9214974999999999,7.0,2.052
166687.0,23.823800000000006,3.335332000000001,0.275,1.51448,8.0,1.8436
166688.0,7.33039999999999,1.0262559999999987,0.3272499999999999,1.2891031999999993,8.0,1.6316
166689.0,7.653800000000004,1.0715320000000006,0.12650000000000003,0.44659560000000015,8.0,1.36
166690.0,0.0,0.0,0.0,0.0,5.0,1.16
166691.0,0.0,0.0,0.0,0.0,3.0,1.04
166692.0,34.9272,4.889808,0.1375,0.57948,3.0,0.9904000000000001
166693.0,32.9868,4.618152000000001,0.41250000000000003,3.02379,5.0,0.948
166694.0,0.0,0.0,0.28324999999999995,1.1030887999999999,5.0,0.8303999999999999
166695.0,30.3996,4.255944,0.20487499999999992,0.8634251999999997,5.0,0.8172
166696.0,32.23219999999999,4.5125079999999995,0.275,0.9710799999999999,5.0,1.1776
166697.0,24.254999999999995,3.3956999999999997,0.35337499999999994,1.9540223999999997,6.0,1.4704000000000002
166698.0,29.86059999999999,4.180483999999999,0.4111249999999999,1.5639194999999997,5.0,1.7592
166699.0,0.0,0.0,0.1718749999999999,0.6194374999999995,5.0,1.6092000000000002
166700.0,0.0,0.0,0.10587499999999983,0.3817428999999994,4.0,1.48
166701.0,0.0,0.0,0.0,0.0,4.0,1.32
166702.0,0.0,0.0,0.0,0.0,4.0,1.16
166703.0,0.0,0.0,0.0,0.0,4.0,1.0
166704.0,0.0,0.0,0.0,-0.0,4.0,0.84
166705.0,0.0,0.0,0.0,0.0,4.0,0.68
166706.0,0.0,0.0,0.0,0.0,4.0,0.52
166707.0,0.0,0.0,0.0,0.0,4.0,0.36
166708.0,0.0,0.0,0.0,0.0,4.0,0.2
166709.0,0.0,0.0,0.0,0.0,4.0,0.04
166710.0,52.39079999999999,7.334712,0.41250000000000003,1.6410900000000004,4.0,0.9656
166711.0,86.34779999999999,12.088692,0.858,11.5672128,8.0,2.1748
166712.0,8.300600000000005,1.1620840000000008,0.6049999999999999,5.760567999999999,8.0,2.04
166713.0,0.0,0.0,0.0,0.0,7.0,1.76
166714.0,0.0,0.0,0.0,0.0,7.0,1.48
166715.0,7.869399999999986,1.1017159999999981,0.10037499999999983,0.3354130999999994,9.0,1.24
166716.0,0.0,0.0,0.0,0.0,6.0,1.0
