ts,arr_e_req,client_bill
166638.0,41.883199999999995,5.8636479999999995
166639.0,23.96,3.3544000000000005
166639.0,64.09,8.972600000000002
166639.0,138.177,19.34478
166639.0,160.95119999999997,22.533168
166640.0,4.4482,0.6227480000000001
166640.0,20.970000000000006,2.9358000000000013
166640.0,57.2192,8.010688
166641.0,8.329000000000008,1.1660600000000012
166641.0,83.06280000000001,11.628792000000002
166642.0,,
166643.0,,
166644.0,18.57,2.5998
166644.0,38.864799999999995,5.441072
166644.0,58.8362,8.237068
166644.0,130.5516,18.277224000000004
166645.0,5.310600000000008,0.7434840000000011
166646.0,48.3228,6.765192000000001
166647.0,7.358800000000002,1.0302320000000005
166647.0,11.9148,1.668072
166647.0,27.142999999999986,3.8000199999999986
166648.0,40.129999999999995,5.6182
166648.0,60.7482,8.504748000000001
166648.0,140.7482,19.704748000000002
166649.0,23.852199999999996,3.339308
166649.0,51.261799999999994,7.176652
166649.0,100.98599999999999,14.13804
166650.0,21.265,2.9771000000000005
166650.0,63.3354,8.866956
166650.0,127.72039999999998,17.880855999999998
166651.0,,
166652.0,23.96,3.3544000000000005
166652.0,50.615,7.086100000000001
166653.0,49.1852,6.885928000000001
166654.0,,
166655.0,,
166656.0,,
166657.0,,
166658.0,,
166659.0,,
166660.0,,
166661.0,,
166662.0,,
166663.0,49.50859999999999,6.931203999999999
166663.0,53.417799999999986,7.478491999999998
166664.0,8.221199999999996,1.1509679999999995
166664.0,25.60539999999999,3.5847559999999987
166665.0,19.648000000000003,2.7507200000000007
166665.0,76.2714,10.677996
166666.0,10.05380000000001,1.4075320000000016
166666.0,41.991000000000014,5.878740000000002
166666.0,101.30940000000001,14.183316000000003
166667.0,2.8311999999999955,0.3963679999999994
166667.0,19.245199999999997,2.6943279999999996
166667.0,34.042199999999994,4.765908
166667.0,48.084599999999995,6.731844
166667.0,63.205,8.848700000000001
166667.0,89.1054,12.474756000000001
166667.0,114.35900000000001,16.010260000000002
166667.0,155.24360000000001,21.734104000000006
166668.0,11.347399999999993,1.5886359999999993
166668.0,21.832399999999993,3.0565359999999995
166668.0,72.7424,10.183936000000001
166669.0,,
166670.0,8.005600000000015,1.1207840000000022
166670.0,41.99100000000002,5.878740000000003
166671.0,8.867999999999995,1.2415199999999995
166671.0,33.36699999999999,4.671379999999999
166671.0,76.192,10.66688
166672.0,23.96,3.3544000000000005
166673.0,16.629599999999996,2.3281439999999995
166674.0,,
166675.0,52.52700000000001,7.353780000000002
166676.0,,
166677.0,,
166678.0,69.12819999999999,9.677948
166679.0,,
166680.0,,
166681.0,,
166682.0,,
166683.0,,
166684.0,,
166685.0,,
166686.0,10.485,1.4679
166686.0,41.99100000000001,5.878740000000001
166687.0,26.223800000000004,3.671332000000001
166688.0,9.730399999999989,1.3622559999999986
166689.0,10.05380000000001,1.4075320000000016
166690.0,,
166691.0,,
166692.0,37.327200000000005,5.225808000000002
166693.0,19.108999999999995,2.6752599999999993
166693.0,37.7868,5.290152000000001
166694.0,,
166695.0,5.094999999999999,0.7132999999999999
166695.0,35.199600000000004,4.927944000000001
166696.0,34.6322,4.848508
166697.0,26.655,3.7317000000000005
166698.0,32.2606,4.516484
166699.0,,
166700.0,,
166701.0,,
166702.0,,
166703.0,,
166704.0,,
166705.0,,
166706.0,,
166707.0,,
166708.0,,
166709.0,,
166710.0,17.9232,2.5092480000000004
166710.0,42.3144,5.924016000000001
166710.0,59.5908,8.342712
166711.0,6.927600000000012,0.9698640000000018
166711.0,29.48620000000001,4.128068000000002
166711.0,52.36820000000001,7.3315480000000015
166711.0,74.60340000000002,10.444476000000003
166711.0,98.34780000000002,13.768692000000005
166712.0,10.700600000000009,1.4980840000000013
166713.0,,
166714.0,,
166715.0,7.682199999999995,1.0755079999999992
166715.0,12.34599999999999,1.7284399999999986
166715.0,15.069399999999987,2.1097159999999984
166716.0,,
166717.0,22.1274,3.0978360000000005
166717.0,45.0094,6.301316000000001
166717.0,70.15520000000001,9.821728000000002
166718.0,11.239599999999996,1.5735439999999996
166718.0,26.79119999999999,3.750767999999999
166719.0,,
166720.0,6.819800000000001,0.9547720000000002
166720.0,57.729800000000004,8.082172000000002
166721.0,,
166722.0,23.205400000000004,3.248756000000001
166722.0,41.667600000000014,5.833464000000003
166723.0,22.450800000000008,3.1431120000000012
166724.0,76.6742,10.734388000000001
166724.0,120.5772,16.880808000000002
166725.0,58.995,8.2593
166725.0,97.07679999999999,13.590752
166726.0,,
166727.0,,
166728.0,,
166729.0,,
166730.0,,
166731.0,,
166732.0,,
166733.0,37.54280000000001,5.255992000000002
166734.0,35.4946,4.969244000000001
166735.0,27.840799999999994,3.8977119999999994
166735.0,72.49839999999998,10.149775999999997
166735.0,103.57319999999999,14.500248
166735.0,169.4674,23.725436000000002
166736.0,13.179999999999993,1.845199999999999
166736.0,33.47479999999999,4.686471999999998
166737.0,15.875,2.2225
166738.0,9.730399999999989,1.3622559999999986
166738.0,25.389799999999994,3.5545719999999994
166738.0,68.53819999999999,9.595348
166738.0,114.38159999999999,16.013424
166739.0,19.86359999999999,2.780903999999999
166739.0,66.78499999999998,9.349899999999998
166740.0,11.347399999999993,1.5886359999999993
166740.0,54.06459999999999,7.569044
166741.0,,
166742.0,15.982799999999997,2.237592
166742.0,39.511599999999994,5.531624
166743.0,11.563000000000002,1.6188200000000006
166743.0,26.036600000000007,3.6451240000000014
166743.0,46.978200000000015,6.5769480000000025
166744.0,14.25800000000001,1.9961200000000014
166745.0,,
166746.0,29.996800000000007,4.1995520000000015
166746.0,109.99680000000001,15.399552000000002
166747.0,16.953000000000003,2.3734200000000008
166747.0,56.9752,7.976528000000001
166747.0,95.7038,13.398532000000001
166748.0,,
166749.0,,
166750.0,,
166751.0,,
166752.0,,
166753.0,,
166754.0,,
166755.0,,
166756.0,,
166757.0,34.74,4.863600000000001
166758.0,,
166759.0,22.235200000000006,3.112928000000001
166759.0,59.02340000000001,8.263276000000003
166759.0,86.0018,12.040252000000002
166760.0,4.340399999999988,0.6076559999999984
166760.0,21.72459999999998,3.0414439999999976
166760.0,40.61799999999998,5.686519999999998
166760.0,76.00479999999997,10.640671999999997
166761.0,13.934600000000003,1.9508440000000007
166762.0,,
166763.0,58.2404,8.153656000000002
166764.0,20.186999999999998,2.82618
166765.0,80.0,11.200000000000001
166766.0,4.124800000000008,0.5774720000000011
166767.0,,
166768.0,41.8548,5.859672
166769.0,2.6156000000000006,0.3661840000000001
166769.0,49.8604,6.980456
166770.0,16.953000000000003,2.3734200000000008
166770.0,52.555400000000006,7.357756000000002
166770.0,102.17179999999999,14.304052
166771.0,16.521800000000006,2.313052000000001
166771.0,59.34680000000001,8.308552000000002
166772.0,,
166773.0,,
166774.0,,
166775.0,,
166776.0,,
166777.0,,
166778.0,,
166779.0,,
166780.0,,
166781.0,,
166782.0,50.1554,7.021756000000001
166783.0,15.875,2.2225
166783.0,47.273199999999996,6.618248
166784.0,5.957399999999993,0.8340359999999991
166784.0,29.162799999999997,4.082792
166784.0,53.4462,7.482468000000001
166784.0,92.71379999999999,12.979932
166784.0,140.9288,19.730032
166784.0,214.04559999999998,29.966384
166785.0,24.175600000000003,3.3845840000000007
166785.0,56.3284,7.885976000000001
166786.0,14.796999999999997,2.07158
166786.0,29.2706,4.0978840000000005
166786.0,72.0956,10.093384000000002
166787.0,36.7882,5.150348000000001
166787.0,71.5282,10.013948000000001
166788.0,33.769800000000004,4.727772000000001
166789.0,14.473600000000005,2.026304000000001
166789.0,30.348600000000005,4.248804000000001
166790.0,21.588400000000007,3.0223760000000013
166790.0,101.58840000000001,14.222376000000002
166791.0,13.072199999999995,1.8301079999999994
166791.0,28.839399999999998,4.037516
166791.0,57.7582,8.086148000000001
166792.0,23.852199999999996,3.339308
166792.0,62.1496,8.700944000000002
166792.0,142.1496,19.900944
166792.0,157.70119999999997,22.078167999999998
166792.0,192.44119999999998,26.941768
166793.0,49.832,6.9764800000000005
166794.0,29.242199999999997,4.093908
166795.0,,
166796.0,,
166797.0,,
166798.0,,
166799.0,,
166800.0,,
166801.0,,
166802.0,,
166803.0,,
166804.0,,
166805.0,,
166806.0,36.357,5.089980000000001
166807.0,26.116,3.6562400000000004
166807.0,73.3608,10.270512
166807.0,120.0666,16.809324
166807.0,187.14659999999998,26.200523999999998
166808.0,14.581400000000002,2.0413960000000007
166808.0,30.456400000000002,4.263896000000001
166808.0,56.788000000000004,7.950320000000001
166809.0,5.741799999999998,0.8038519999999998
166809.0,9.219800000000006,1.290772000000001
166810.0,5.526200000000003,0.7736680000000005
166810.0,13.85520000000001,1.9397280000000017
166810.0,53.985200000000006,7.557928000000001
166811.0,42.0704,5.889856000000001
166812.0,,
166813.0,,
166814.0,46.7058,6.538812000000001
166814.0,72.4984,10.149776000000001
166815.0,17.492000000000004,2.448880000000001
166815.0,43.2846,6.059844
166816.0,4.771599999999992,0.668023999999999
166816.0,26.036599999999993,3.645123999999999
166816.0,60.66879999999999,8.493632
166817.0,,
166818.0,12.533199999999994,1.7546479999999993
166819.0,29.35000000000001,4.109000000000002
166819.0,109.35000000000001,15.309000000000003
166820.0,,
166821.0,,
166822.0,79.8004,11.172056000000001
166823.0,,
166824.0,,
166825.0,,
166826.0,,
166827.0,,
166828.0,,
166829.0,,
166830.0,7.897800000000004,1.1056920000000006
166831.0,42.501599999999996,5.950224
166832.0,,
166833.0,12.209800000000001,1.7093720000000003
166833.0,46.9498,6.572972000000001
166834.0,8.221199999999996,1.1509679999999995
166834.0,18.167199999999994,2.5434079999999994
166834.0,38.785399999999996,5.429956
166834.0,56.492999999999995,7.90902
166835.0,7.789999999999992,1.090599999999999
166835.0,17.3048,2.4226720000000004
166835.0,33.5032,4.690448000000001
166835.0,58.64900000000001,8.210860000000002
166835.0,100.07260000000001,14.010164000000003
166835.0,148.2876,20.760264000000003
166836.0,12.748800000000003,1.7848320000000006
166836.0,31.318800000000003,4.384632000000001
166837.0,10.592799999999997,1.4829919999999996
166837.0,52.986599999999996,7.418124
166838.0,12.102000000000004,1.6942800000000007
166838.0,30.456400000000002,4.263896000000001
166838.0,67.8914,9.504796
166839.0,4.771599999999992,0.668023999999999
166839.0,30.132999999999996,4.21862
166839.0,64.87299999999999,9.08222
166840.0,7.251000000000005,1.0151400000000008
166841.0,8.221199999999996,1.1509679999999995
166841.0,11.807000000000002,1.6529800000000006
166842.0,18.2466,2.5545240000000002
166842.0,42.2066,5.908924000000001
166842.0,71.5566,10.017924
166843.0,15.551599999999993,2.1772239999999994
166844.0,75.9196,10.628744000000001
166845.0,80.0,11.200000000000001
166846.0,80.0,11.200000000000001
166847.0,13.718999999999994,1.9206599999999994
166848.0,,
166849.0,,
166850.0,,
166851.0,,
166852.0,,
166853.0,,
166854.0,,
166855.0,,
166856.0,19.7558,2.7658120000000004
166856.0,39.9428,5.591992
166856.0,70.90979999999999,9.927372
166857.0,10.26939999999999,1.4377159999999989
166857.0,51.369599999999984,7.191743999999998
166858.0,23.96,3.3544000000000005
166859.0,9.191400000000002,1.2867960000000003
166859.0,27.438000000000002,3.8413200000000005
166860.0,12.209800000000001,1.7093720000000003
166860.0,35.522999999999996,4.9732199999999995
166860.0,75.65299999999999,10.59142
166861.0,,
166862.0,18.46220000000001,2.584708000000002
166862.0,47.81220000000002,6.6937080000000035
166863.0,31.398199999999996,4.395748
166864.0,5.526200000000003,0.7736680000000005
166865.0,18.8934,2.6450760000000004
166865.0,43.2846,6.059844
166866.0,7.574399999999997,1.0604159999999998
166866.0,42.3144,5.924016000000001
166866.0,122.3144,17.124016
166867.0,32.045,4.486300000000001
166868.0,,
166869.0,,
166870.0,,
166871.0,,
166872.0,,
166873.0,,
166874.0,,
166875.0,,
166876.0,,
166877.0,26.655,3.7317000000000005
166878.0,28.056400000000004,3.927896000000001
166878.0,55.250400000000006,7.735056000000002
166879.0,30.967,4.335380000000001
166879.0,73.792,10.33088
166879.0,97.75200000000001,13.685280000000002
166880.0,21.588400000000007,3.0223760000000013
166880.0,54.60360000000001,7.644504000000001
166880.0,92.0386,12.885404000000001
166880.0,132.1686,18.503604000000003
166881.0,12.102000000000004,1.6942800000000007
166882.0,13.179999999999993,1.845199999999999
166882.0,20.969999999999985,2.935799999999998
166883.0,,
166884.0,7.897800000000004,1.1056920000000006
166884.0,28.516000000000005,3.992240000000001
166884.0,44.17540000000001,6.184556000000002
166885.0,,
166886.0,77.1054,10.794756000000001
166886.0,156.798,21.95172
166887.0,8.329000000000008,1.1660600000000012
166887.0,37.0322,5.184508000000001
166888.0,31.721599999999995,4.441024
166888.0,111.7216,15.641024000000002
166888.0,162.6316,22.768424
166889.0,42.6094,5.9653160000000005
166890.0,16.090599999999995,2.2526839999999995
166890.0,57.29859999999999,8.021804
166890.0,137.2986,19.221804000000002
166891.0,13.395600000000002,1.8753840000000004
166892.0,,
166893.0,28.487599999999993,3.9882639999999996
166893.0,52.770999999999994,7.3879399999999995
166894.0,,
166895.0,,
166896.0,,
166897.0,,
166898.0,,
166899.0,,
166900.0,,
166901.0,,
166902.0,,
166903.0,20.510400000000004,2.8714560000000007
166903.0,39.6194,5.546716
166903.0,63.3638,8.870932
166903.0,93.7918,13.130852
166903.0,148.04359999999997,20.726104
166903.0,228.04359999999997,31.926104
166903.0,259.11839999999995,36.276576
166903.0,339.11839999999995,47.476575999999994
166904.0,59.2106,8.289484
166904.0,93.8428,13.137992
166905.0,34.74,4.863600000000001
166906.0,,
166907.0,,
166908.0,2.8311999999999955,0.3963679999999994
166908.0,22.586999999999996,3.1621799999999998
166908.0,71.5566,10.017924
166909.0,26.008199999999995,3.641148
166910.0,23.96,3.3544000000000005
166911.0,4.663799999999995,0.6529319999999993
166911.0,12.130399999999995,1.6982559999999993
166911.0,25.9572,3.6340080000000006
166912.0,22.1274,3.0978360000000005
166913.0,80.0,11.200000000000001
166913.0,129.832,18.17648
166914.0,22.235200000000006,3.112928000000001
166914.0,35.4152,4.958128
166914.0,56.6802,7.935228
166914.0,136.6802,19.135228000000005
166915.0,27.732999999999997,3.8826199999999997
166916.0,46.2746,6.4784440000000005
166917.0,80.0,11.200000000000001
166918.0,,
166919.0,,
166920.0,,
166921.0,,
166922.0,,
166923.0,,
166924.0,,
166925.0,,
166926.0,32.045,4.486300000000001
166927.0,6.927600000000012,0.9698640000000018
166927.0,19.999800000000008,2.7999720000000012
166927.0,28.113200000000006,3.9358480000000013
166928.0,21.480600000000003,3.0072840000000007
166928.0,39.1882,5.4863480000000004
166928.0,114.56880000000001,16.039632000000005
166929.0,,
166930.0,23.313199999999995,3.2638479999999994
166930.0,37.14,5.1996
166930.0,56.8958,7.965412000000001
166931.0,2.938999999999993,0.41145999999999905
166932.0,6.065200000000004,0.8491280000000007
166932.0,10.405599999999993,1.4567839999999992
166932.0,34.36559999999999,4.811184
166933.0,20.4026,2.856364
166934.0,11.131800000000013,1.558452000000002
166934.0,14.825400000000016,2.0755560000000024
166935.0,16.629599999999996,2.3281439999999995
166936.0,36.7882,5.150348000000001
166936.0,74.2232,10.391248000000001
166937.0,20.079199999999993,2.8110879999999994
166937.0,100.07919999999999,14.011087999999999
166937.0,134.8192,18.874688000000003
166938.0,37.54280000000001,5.255992000000002
166938.0,72.3906,10.134684000000002
166938.0,96.8896,13.564544000000001
166939.0,9.730399999999989,1.3622559999999986
166940.0,31.398199999999996,4.395748
166941.0,62.013400000000004,8.681876
166941.0,132.7586,18.586204000000002
166942.0,80.0,11.200000000000001
166943.0,,
166944.0,,
166945.0,,
166946.0,,
166947.0,,
166948.0,,
166949.0,,
166950.0,58.77940000000001,8.229116000000003
166951.0,5.634,0.7887600000000001
166951.0,36.062,5.04868
166951.0,102.064,14.288960000000001
166951.0,173.8872,24.344208000000002
166951.0,203.23720000000003,28.453208000000007
166952.0,,
166953.0,,
166954.0,12.748800000000003,1.7848320000000006
166954.0,40.1584,5.6221760000000005
166954.0,61.10000000000001,8.554000000000002
166955.0,28.056400000000004,3.927896000000001
166955.0,51.8008,7.252112000000001
166955.0,71.6644,10.033016000000002
166956.0,,
166957.0,20.186999999999998,2.82618
166958.0,9.191400000000002,1.2867960000000003
166959.0,5.418399999999991,0.7585759999999988
166960.0,15.659400000000005,2.192316000000001
166961.0,30.967,4.335380000000001
166961.0,110.967,15.535380000000002
166961.0,153.5764,21.500696
166962.0,10.485,1.4679
166963.0,26.54719999999999,3.716607999999999
166963.0,56.544,7.9161600000000005
166963.0,96.67399999999999,13.53436
166963.0,167.63479999999998,23.468872
166964.0,80.0,11.200000000000001
166964.0,137.70139999999998,19.278195999999998
166964.0,217.70139999999998,30.478196
166965.0,,
166966.0,,
166967.0,,
166968.0,,
166969.0,,
166970.0,,
166971.0,,
166972.0,,
166973.0,,
166974.0,,
166975.0,15.875,2.2225
166975.0,42.53,5.954200000000001
166975.0,100.12360000000001,14.017304000000003
166975.0,135.4026,18.956364000000004
166976.0,40.129999999999995,5.6182
166977.0,33.8776,4.742864000000001
166977.0,74.22319999999999,10.391248
166977.0,103.5732,14.500248000000001
166978.0,13.934600000000003,1.9508440000000007
166979.0,11.778600000000012,1.6490040000000017
166979.0,34.01380000000002,4.7619320000000025
166979.0,71.44880000000002,10.002832000000003
166979.0,127.31760000000003,17.824464000000006
166980.0,7.4666,1.0453240000000001
166981.0,11.563000000000002,1.6188200000000006
166982.0,13.826800000000006,1.935752000000001
166982.0,22.048000000000002,3.0867200000000006
166982.0,65.5198,9.172772000000002
166982.0,93.684,13.115760000000002
166982.0,135.97,19.035800000000002
166982.0,214.80020000000002,30.072028000000007
166983.0,80.0,11.200000000000001
166984.0,,
166985.0,6.819800000000001,0.9547720000000002
166985.0,86.8198,12.154772000000001
166985.0,114.87620000000001,16.082668
166986.0,74.3026,10.402364
166987.0,29.565599999999996,4.139184
166988.0,,
166989.0,,
166990.0,40.5612,5.678568
166991.0,,
166992.0,,
166993.0,,
166994.0,,
166995.0,,
166996.0,,
166997.0,57.70139999999999,8.078196
166998.0,,
166999.0,30.212400000000002,4.229736000000001
166999.0,59.239000000000004,8.293460000000001
167000.0,45.9512,6.433168
167001.0,9.083600000000004,1.2717040000000006
167001.0,23.772800000000004,3.328192000000001
167001.0,102.38740000000001,14.334236000000002
167002.0,5.310600000000008,0.7434840000000011
167003.0,19.4324,2.7205360000000005
167004.0,4.4482,0.6227480000000001
167004.0,12.238199999999992,1.713347999999999
167004.0,47.73279999999999,6.682592
167004.0,85.1678,11.923492000000001
167004.0,165.1678,23.123492000000002
167005.0,7.143199999999993,1.0000479999999992
167005.0,10.405599999999993,1.4567839999999992
167005.0,34.36559999999999,4.811184
167005.0,77.19059999999999,10.806683999999999
167006.0,11.347399999999993,1.5886359999999993
167006.0,17.628199999999993,2.4679479999999994
167006.0,23.801199999999994,3.3321679999999994
167006.0,41.724399999999996,5.841416
167006.0,67.6248,9.467472
167006.0,111.63559999999998,15.628983999999999
167006.0,143.46499999999997,20.085099999999997
167007.0,7.789999999999992,1.090599999999999
167007.0,39.296,5.5014400000000006
167007.0,80.7196,11.300744000000002
167008.0,16.737400000000008,2.3432360000000014
167009.0,44.11860000000001,6.176604000000002
167010.0,19.324599999999997,2.705444
167010.0,47.4888,6.648432000000001
167011.0,,
167012.0,,
167013.0,,
167014.0,,
167015.0,80.0,11.200000000000001
167016.0,,
167017.0,,
167018.0,,
167019.0,,
167020.0,,
167021.0,,
167022.0,,
167023.0,,
167024.0,23.96,3.3544000000000005
167025.0,21.588400000000007,3.0223760000000013
167026.0,23.528799999999997,3.294032
167026.0,56.544,7.9161600000000005
167027.0,,
167028.0,19.324599999999997,2.705444
167028.0,52.770999999999994,7.3879399999999995
167028.0,86.43299999999999,12.10062
167029.0,26.3316,3.6864240000000006
167030.0,,
167031.0,29.242199999999997,4.093908
167031.0,98.37039999999999,13.771856
167032.0,10.592799999999997,1.4829919999999996
167032.0,45.5484,6.376776
167032.0,83.09120000000001,11.632768000000004
167033.0,,
167034.0,32.045,4.486300000000001
167035.0,,
167036.0,,
167037.0,40.129999999999995,5.6182
167037.0,105.59299999999999,14.78302
167038.0,,
167039.0,,
167040.0,,
167041.0,,
167042.0,,
167043.0,,
167044.0,,
167045.0,,
167046.0,11.239599999999996,1.5735439999999996
167046.0,25.820999999999998,3.6149400000000003
167047.0,13.287800000000004,1.8602920000000007
167047.0,43.17680000000001,6.044752000000002
167047.0,70.15520000000001,9.821728000000002
167047.0,127.8566,17.899924000000002
167048.0,20.294799999999995,2.8412719999999996
167048.0,46.949799999999996,6.572972
167049.0,19.5402,2.735628
167050.0,11.6708,1.633912
167050.0,42.0988,5.893832
167050.0,82.4444,11.542216000000002
167051.0,8.544600000000003,1.1962440000000005
167051.0,23.233800000000002,3.2527320000000004
167051.0,64.01060000000001,8.961484000000002
167052.0,16.629599999999996,2.3281439999999995
167052.0,46.5186,6.5126040000000005
167053.0,27.840799999999994,3.8977119999999994
167054.0,62.121199999999995,8.696968
167055.0,12.533199999999994,1.7546479999999993
167056.0,26.54719999999999,3.716607999999999
167056.0,53.20219999999999,7.448307999999999
167056.0,74.68279999999999,10.455592
167057.0,32.2606,4.516484
167057.0,75.5168,10.572352000000002
167057.0,97.10520000000001,13.594728000000003
167058.0,40.669,5.69366
167059.0,51.449,7.20286
167059.0,98.1548,13.741672000000001
167060.0,64.38499999999999,9.0139
167060.0,144.385,20.213900000000002
167061.0,,
167062.0,,
167063.0,,
167064.0,,
167065.0,,
167066.0,,
167067.0,,
167068.0,,
167069.0,19.86359999999999,2.780903999999999
167070.0,24.714599999999997,3.460044
167070.0,62.1496,8.700944000000002
167071.0,22.1274,3.0978360000000005
167071.0,67.1084,9.395176000000001
167071.0,147.10840000000002,20.595176000000006
167071.0,176.88960000000003,24.764544000000008
167072.0,50.6944,7.097216000000001
167073.0,9.40700000000001,1.3169800000000016
167074.0,22.450800000000008,3.1431120000000012
167074.0,62.14960000000001,8.700944000000002
167075.0,,
167076.0,22.1274,3.0978360000000005
167076.0,48.1356,6.738984
167076.0,83.4146,11.678044
167077.0,,
167078.0,8.760199999999998,1.2264279999999999
167079.0,37.75840000000001,5.286176000000002
167080.0,27.409599999999998,3.837344
167080.0,87.5904,12.262656000000002
167081.0,,
167082.0,,
167083.0,21.588400000000007,3.0223760000000013
167083.0,49.96820000000001,6.995548000000002
167083.0,129.96820000000002,18.195548000000006
167084.0,,
167085.0,,
167086.0,80.0,11.200000000000001
167087.0,,
167088.0,,
167089.0,,
167090.0,,
167091.0,,
167092.0,,
167093.0,80.0,11.200000000000001
167094.0,20.4026,2.856364
167094.0,100.4026,14.056364000000002
167094.0,147.00060000000002,20.580084000000006
167095.0,41.5314,5.814396
167095.0,78.9664,11.055296
167095.0,101.8484,14.258776000000001
167096.0,,
167097.0,,
167098.0,8.329000000000008,1.1660600000000012
167098.0,20.215400000000002,2.8301560000000006
167098.0,52.260400000000004,7.316456000000001
167099.0,14.581400000000002,2.0413960000000007
167099.0,44.2548,6.195672000000001
167099.0,73.17360000000001,10.244304000000001
167099.0,111.14760000000001,15.560664000000003
167100.0,14.581400000000002,2.0413960000000007
167100.0,38.217999999999996,5.35052
167101.0,25.576999999999998,3.5807800000000003
167102.0,,
167103.0,,
167104.0,9.514800000000008,1.3320720000000013
167104.0,16.87360000000001,2.3623040000000017
167104.0,68.32260000000001,9.565164000000003
167104.0,100.5832,14.081648000000001
167105.0,24.2834,3.3996760000000004
167106.0,80.0,11.200000000000001
167107.0,,
167108.0,41.3158,5.784212000000001
167108.0,94.70520000000002,13.258728000000003
167109.0,,
167110.0,,
167111.0,,
167112.0,,
167113.0,,
167114.0,,
167115.0,,
167116.0,,
167117.0,42.93279999999999,6.010592
167118.0,26.116,3.6562400000000004
167119.0,5.957399999999993,0.8340359999999991
167119.0,27.222399999999993,3.8111359999999994
167119.0,48.487399999999994,6.7882359999999995
167119.0,91.3124,12.783736000000001
167119.0,115.2724,16.138136000000003
167120.0,36.5726,5.120164000000001
167120.0,60.5326,8.474564
167120.0,91.71520000000001,12.840128000000002
167121.0,3.585800000000006,0.5020120000000009
167122.0,27.409599999999998,3.837344
167123.0,9.514800000000008,1.3320720000000013
167124.0,28.595399999999998,4.003356
167124.0,71.4204,9.998856000000002
167125.0,26.7628,3.746792
167126.0,,
167127.0,41.5314,5.814396
167127.0,84.6798,11.855172000000001
167128.0,9.8382,1.3773480000000002
167129.0,30.8592,4.320288000000001
167130.0,80.0,11.200000000000001
